"Value","Cohort","Universe","HHType","Population","SystemPath","ProjectID","ReportRow","ReportID"
18,13,11,2,0,-1,"",53,12345
2,13,11,2,12,-1,"",53,12345
2,13,11,2,13,-1,"",53,12345
2,13,11,2,18,-1,"",53,12345
6,13,11,3,0,-1,"",53,12345
23,13,11,99,0,-1,"",53,12345
2,13,11,99,18,-1,"",53,12345
34,13,13,1,0,-1,"",53,12345
4,13,13,1,10,-1,"",53,12345
23,13,13,1,13,-1,"",53,12345
8,13,13,1,14,-1,"",53,12345
15,13,13,1,18,-1,"",53,12345
2,13,13,1,19,-1,"",53,12345
14,13,13,1,34,-1,"",53,12345
12,13,13,2,0,-1,"",53,12345
2,13,13,2,12,-1,"",53,12345
2,13,13,2,13,-1,"",53,12345
2,13,13,2,18,-1,"",53,12345
7,13,13,3,0,-1,"",53,12345
1,13,13,3,18,-1,"",53,12345
5,13,13,99,0,-1,"",53,12345
97,13,14,1,0,-1,"",53,12345
6,13,14,1,10,-1,"",53,12345
2,13,14,1,11,-1,"",53,12345
60,13,14,1,13,-1,"",53,12345
30,13,14,1,14,-1,"",53,12345
36,13,14,1,18,-1,"",53,12345
6,13,14,1,19,-1,"",53,12345
31,13,14,1,34,-1,"",53,12345
51,13,14,2,0,-1,"",53,12345
7,13,14,2,12,-1,"",53,12345
6,13,14,2,13,-1,"",53,12345
7,13,14,2,18,-1,"",53,12345
2,13,14,2,19,-1,"",53,12345
137,13,14,99,0,-1,"",53,12345
18,13,14,99,18,-1,"",53,12345
15,13,15,1,0,-1,"",53,12345
2,13,15,1,10,-1,"",53,12345
6,13,15,1,13,-1,"",53,12345
7,13,15,1,14,-1,"",53,12345
11,13,15,1,18,-1,"",53,12345
2,13,15,1,19,-1,"",53,12345
3,13,15,1,34,-1,"",53,12345
4,13,15,2,0,-1,"",53,12345
2,13,15,2,13,-1,"",53,12345
2,13,15,2,18,-1,"",53,12345
2,13,15,99,0,-1,"",53,12345
34,13,16,1,0,-1,"",53,12345
4,13,16,1,10,-1,"",53,12345
23,13,16,1,13,-1,"",53,12345
8,13,16,1,14,-1,"",53,12345
15,13,16,1,18,-1,"",53,12345
2,13,16,1,19,-1,"",53,12345
14,13,16,1,34,-1,"",53,12345
18,13,16,2,0,-1,"",53,12345
2,13,16,2,12,-1,"",53,12345
2,13,16,2,13,-1,"",53,12345
2,13,16,2,18,-1,"",53,12345
8,13,16,3,0,-1,"",53,12345
1,13,16,3,18,-1,"",53,12345
24,13,16,99,0,-1,"",53,12345
2,13,16,99,18,-1,"",53,12345
18,1,10,1,0,-1,"1099",54,12345
9,1,10,1,0,-1,"1497",54,12345
17,1,10,1,0,-1,"240",54,12345
17,1,10,1,0,-1,"242",54,12345
6,1,10,1,0,-1,"441",54,12345
91,1,10,1,0,-1,"527",54,12345
6,1,10,1,0,-1,"808",54,12345
18,1,10,1,0,-1,"882",54,12345
2,1,10,1,0,-1,"957",54,12345
1,1,10,1,0,-1,"958",54,12345
1,1,10,1,10,-1,"1099",54,12345
3,1,10,1,10,-1,"240",54,12345
3,1,10,1,10,-1,"242",54,12345
2,1,10,1,10,-1,"441",54,12345
4,1,10,1,10,-1,"527",54,12345
2,1,10,1,10,-1,"808",54,12345
3,1,10,1,10,-1,"882",54,12345
2,1,10,1,11,-1,"527",54,12345
12,1,10,1,13,-1,"1099",54,12345
2,1,10,1,13,-1,"1497",54,12345
11,1,10,1,13,-1,"240",54,12345
11,1,10,1,13,-1,"242",54,12345
4,1,10,1,13,-1,"441",54,12345
57,1,10,1,13,-1,"527",54,12345
4,1,10,1,13,-1,"808",54,12345
11,1,10,1,13,-1,"882",54,12345
5,1,10,1,14,-1,"1099",54,12345
7,1,10,1,14,-1,"1497",54,12345
4,1,10,1,14,-1,"240",54,12345
4,1,10,1,14,-1,"242",54,12345
29,1,10,1,14,-1,"527",54,12345
5,1,10,1,14,-1,"882",54,12345
2,1,10,1,14,-1,"957",54,12345
1,1,10,1,14,-1,"958",54,12345
13,1,10,1,18,-1,"1099",54,12345
8,1,10,1,18,-1,"1497",54,12345
3,1,10,1,18,-1,"240",54,12345
3,1,10,1,18,-1,"242",54,12345
3,1,10,1,18,-1,"441",54,12345
33,1,10,1,18,-1,"527",54,12345
3,1,10,1,18,-1,"808",54,12345
3,1,10,1,18,-1,"882",54,12345
3,1,10,1,19,-1,"1099",54,12345
2,1,10,1,19,-1,"1497",54,12345
6,1,10,1,19,-1,"527",54,12345
13,1,10,1,34,-1,"1099",54,12345
2,1,10,1,34,-1,"1497",54,12345
2,1,10,1,34,-1,"240",54,12345
2,1,10,1,34,-1,"242",54,12345
1,1,10,1,34,-1,"441",54,12345
30,1,10,1,34,-1,"527",54,12345
1,1,10,1,34,-1,"808",54,12345
2,1,10,1,34,-1,"882",54,12345
1,1,10,1,34,-1,"957",54,12345
1,1,10,2,0,-1,"1497",54,12345
5,1,10,2,0,-1,"240",54,12345
5,1,10,2,0,-1,"242",54,12345
1,1,10,2,0,-1,"441",54,12345
22,1,10,2,0,-1,"527",54,12345
2,1,10,2,0,-1,"808",54,12345
3,1,10,2,0,-1,"882",54,12345
1,1,10,2,0,-1,"957",54,12345
27,1,10,2,0,-1,"958",54,12345
1,1,10,2,12,-1,"240",54,12345
1,1,10,2,12,-1,"242",54,12345
2,1,10,2,12,-1,"527",54,12345
1,1,10,2,12,-1,"808",54,12345
1,1,10,2,12,-1,"882",54,12345
5,1,10,2,12,-1,"958",54,12345
1,1,10,2,13,-1,"240",54,12345
1,1,10,2,13,-1,"242",54,12345
1,1,10,2,13,-1,"441",54,12345
1,1,10,2,13,-1,"527",54,12345
1,1,10,2,13,-1,"808",54,12345
1,1,10,2,18,-1,"240",54,12345
1,1,10,2,18,-1,"242",54,12345
1,1,10,2,18,-1,"441",54,12345
4,1,10,2,18,-1,"527",54,12345
1,1,10,2,18,-1,"808",54,12345
3,1,10,2,18,-1,"958",54,12345
1,1,10,2,19,-1,"957",54,12345
3,1,10,3,0,-1,"240",54,12345
3,1,10,3,0,-1,"242",54,12345
5,1,10,3,0,-1,"790",54,12345
5,1,10,3,0,-1,"792",54,12345
1,1,10,3,0,-1,"808",54,12345
3,1,10,3,0,-1,"882",54,12345
69,1,10,3,0,-1,"960",54,12345
1,1,10,3,18,-1,"790",54,12345
1,1,10,3,18,-1,"792",54,12345
1,1,10,3,18,-1,"960",54,12345
1,1,10,3,19,-1,"960",54,12345
1,1,10,99,0,-1,"1099",54,12345
3,1,10,99,0,-1,"240",54,12345
3,1,10,99,0,-1,"242",54,12345
1,1,10,99,0,-1,"441",54,12345
62,1,10,99,0,-1,"527",54,12345
1,1,10,99,0,-1,"808",54,12345
4,1,10,99,0,-1,"882",54,12345
1,1,10,99,0,-1,"957",54,12345
97,1,10,99,0,-1,"958",54,12345
63,1,10,99,0,-1,"960",54,12345
8,1,10,99,18,-1,"527",54,12345
1,1,10,99,18,-1,"882",54,12345
33,1,10,99,18,-1,"958",54,12345
2,1,10,99,19,-1,"527",54,12345
1,1,10,99,19,-1,"958",54,12345
1,1,10,99,19,-1,"960",54,12345
19,1,11,1,0,-1,"",54,12345
3,1,11,1,10,-1,"",54,12345
11,1,11,1,13,-1,"",54,12345
6,1,11,1,14,-1,"",54,12345
3,1,11,1,18,-1,"",54,12345
2,1,11,1,34,-1,"",54,12345
32,1,11,2,0,-1,"",54,12345
6,1,11,2,12,-1,"",54,12345
1,1,11,2,13,-1,"",54,12345
4,1,11,2,18,-1,"",54,12345
77,1,11,3,0,-1,"",54,12345
2,1,11,3,18,-1,"",54,12345
1,1,11,3,19,-1,"",54,12345
164,1,11,99,0,-1,"",54,12345
34,1,11,99,18,-1,"",54,12345
2,1,11,99,19,-1,"",54,12345
35,1,13,1,0,-1,"",54,12345
4,1,13,1,10,-1,"",54,12345
23,1,13,1,13,-1,"",54,12345
9,1,13,1,14,-1,"",54,12345
16,1,13,1,18,-1,"",54,12345
3,1,13,1,19,-1,"",54,12345
15,1,13,1,34,-1,"",54,12345
5,1,13,2,0,-1,"",54,12345
1,1,13,2,12,-1,"",54,12345
1,1,13,2,13,-1,"",54,12345
1,1,13,2,18,-1,"",54,12345
8,1,13,3,0,-1,"",54,12345
1,1,13,3,18,-1,"",54,12345
4,1,13,99,0,-1,"",54,12345
99,1,14,1,0,-1,"",54,12345
6,1,14,1,10,-1,"",54,12345
2,1,14,1,11,-1,"",54,12345
61,1,14,1,13,-1,"",54,12345
31,1,14,1,14,-1,"",54,12345
36,1,14,1,18,-1,"",54,12345
6,1,14,1,19,-1,"",54,12345
32,1,14,1,34,-1,"",54,12345
25,1,14,2,0,-1,"",54,12345
3,1,14,2,12,-1,"",54,12345
2,1,14,2,13,-1,"",54,12345
5,1,14,2,18,-1,"",54,12345
1,1,14,2,19,-1,"",54,12345
1,1,14,3,0,-1,"",54,12345
64,1,14,99,0,-1,"",54,12345
8,1,14,99,18,-1,"",54,12345
2,1,14,99,19,-1,"",54,12345
15,1,15,1,0,-1,"",54,12345
2,1,15,1,10,-1,"",54,12345
6,1,15,1,13,-1,"",54,12345
7,1,15,1,14,-1,"",54,12345
11,1,15,1,18,-1,"",54,12345
2,1,15,1,19,-1,"",54,12345
3,1,15,1,34,-1,"",54,12345
2,1,15,2,0,-1,"",54,12345
1,1,15,2,13,-1,"",54,12345
1,1,15,2,18,-1,"",54,12345
1,1,15,99,0,-1,"",54,12345
37,1,16,1,0,-1,"",54,12345
4,1,16,1,10,-1,"",54,12345
23,1,16,1,13,-1,"",54,12345
11,1,16,1,14,-1,"",54,12345
16,1,16,1,18,-1,"",54,12345
3,1,16,1,19,-1,"",54,12345
15,1,16,1,34,-1,"",54,12345
32,1,16,2,0,-1,"",54,12345
6,1,16,2,12,-1,"",54,12345
1,1,16,2,13,-1,"",54,12345
4,1,16,2,18,-1,"",54,12345
77,1,16,3,0,-1,"",54,12345
2,1,16,3,18,-1,"",54,12345
1,1,16,3,19,-1,"",54,12345
165,1,16,99,0,-1,"",54,12345
34,1,16,99,18,-1,"",54,12345
2,1,16,99,19,-1,"",54,12345
17,10,10,1,0,-1,"1099",54,12345
9,10,10,1,0,-1,"1497",54,12345
17,10,10,1,0,-1,"240",54,12345
17,10,10,1,0,-1,"242",54,12345
6,10,10,1,0,-1,"441",54,12345
90,10,10,1,0,-1,"527",54,12345
6,10,10,1,0,-1,"808",54,12345
18,10,10,1,0,-1,"882",54,12345
1,10,10,1,10,-1,"1099",54,12345
3,10,10,1,10,-1,"240",54,12345
3,10,10,1,10,-1,"242",54,12345
2,10,10,1,10,-1,"441",54,12345
4,10,10,1,10,-1,"527",54,12345
2,10,10,1,10,-1,"808",54,12345
3,10,10,1,10,-1,"882",54,12345
2,10,10,1,11,-1,"527",54,12345
12,10,10,1,13,-1,"1099",54,12345
2,10,10,1,13,-1,"1497",54,12345
11,10,10,1,13,-1,"240",54,12345
11,10,10,1,13,-1,"242",54,12345
4,10,10,1,13,-1,"441",54,12345
56,10,10,1,13,-1,"527",54,12345
4,10,10,1,13,-1,"808",54,12345
11,10,10,1,13,-1,"882",54,12345
4,10,10,1,14,-1,"1099",54,12345
7,10,10,1,14,-1,"1497",54,12345
4,10,10,1,14,-1,"240",54,12345
4,10,10,1,14,-1,"242",54,12345
29,10,10,1,14,-1,"527",54,12345
5,10,10,1,14,-1,"882",54,12345
12,10,10,1,18,-1,"1099",54,12345
8,10,10,1,18,-1,"1497",54,12345
3,10,10,1,18,-1,"240",54,12345
3,10,10,1,18,-1,"242",54,12345
3,10,10,1,18,-1,"441",54,12345
33,10,10,1,18,-1,"527",54,12345
3,10,10,1,18,-1,"808",54,12345
3,10,10,1,18,-1,"882",54,12345
2,10,10,1,19,-1,"1099",54,12345
2,10,10,1,19,-1,"1497",54,12345
6,10,10,1,19,-1,"527",54,12345
12,10,10,1,34,-1,"1099",54,12345
2,10,10,1,34,-1,"1497",54,12345
2,10,10,1,34,-1,"240",54,12345
2,10,10,1,34,-1,"242",54,12345
1,10,10,1,34,-1,"441",54,12345
29,10,10,1,34,-1,"527",54,12345
1,10,10,1,34,-1,"808",54,12345
2,10,10,1,34,-1,"882",54,12345
1,10,10,2,0,-1,"1497",54,12345
5,10,10,2,0,-1,"240",54,12345
5,10,10,2,0,-1,"242",54,12345
12,10,10,2,0,-1,"527",54,12345
3,10,10,2,0,-1,"882",54,12345
1,10,10,2,0,-1,"958",54,12345
1,10,10,2,12,-1,"240",54,12345
1,10,10,2,12,-1,"242",54,12345
2,10,10,2,12,-1,"527",54,12345
1,10,10,2,12,-1,"882",54,12345
1,10,10,2,12,-1,"958",54,12345
1,10,10,2,13,-1,"240",54,12345
1,10,10,2,13,-1,"242",54,12345
1,10,10,2,13,-1,"527",54,12345
1,10,10,2,18,-1,"240",54,12345
1,10,10,2,18,-1,"242",54,12345
2,10,10,2,18,-1,"527",54,12345
3,10,10,3,0,-1,"240",54,12345
3,10,10,3,0,-1,"242",54,12345
2,10,10,3,0,-1,"790",54,12345
2,10,10,3,0,-1,"792",54,12345
3,10,10,3,0,-1,"882",54,12345
6,10,10,3,0,-1,"960",54,12345
1,10,10,3,18,-1,"790",54,12345
1,10,10,3,18,-1,"792",54,12345
1,10,10,99,0,-1,"1099",54,12345
3,10,10,99,0,-1,"240",54,12345
3,10,10,99,0,-1,"242",54,12345
1,10,10,99,0,-1,"441",54,12345
46,10,10,99,0,-1,"527",54,12345
1,10,10,99,0,-1,"808",54,12345
4,10,10,99,0,-1,"882",54,12345
11,10,10,99,0,-1,"958",54,12345
2,10,10,99,0,-1,"960",54,12345
6,10,10,99,18,-1,"527",54,12345
1,10,10,99,18,-1,"882",54,12345
4,10,10,99,18,-1,"958",54,12345
1,10,10,99,19,-1,"527",54,12345
18,10,11,1,0,-1,"",54,12345
3,10,11,1,10,-1,"",54,12345
11,10,11,1,13,-1,"",54,12345
5,10,11,1,14,-1,"",54,12345
3,10,11,1,18,-1,"",54,12345
2,10,11,1,34,-1,"",54,12345
6,10,11,2,0,-1,"",54,12345
2,10,11,2,12,-1,"",54,12345
1,10,11,2,13,-1,"",54,12345
1,10,11,2,18,-1,"",54,12345
11,10,11,3,0,-1,"",54,12345
1,10,11,3,18,-1,"",54,12345
17,10,11,99,0,-1,"",54,12345
5,10,11,99,18,-1,"",54,12345
34,10,13,1,0,-1,"",54,12345
4,10,13,1,10,-1,"",54,12345
23,10,13,1,13,-1,"",54,12345
8,10,13,1,14,-1,"",54,12345
15,10,13,1,18,-1,"",54,12345
2,10,13,1,19,-1,"",54,12345
14,10,13,1,34,-1,"",54,12345
5,10,13,2,0,-1,"",54,12345
1,10,13,2,12,-1,"",54,12345
1,10,13,2,13,-1,"",54,12345
1,10,13,2,18,-1,"",54,12345
5,10,13,3,0,-1,"",54,12345
1,10,13,3,18,-1,"",54,12345
4,10,13,99,0,-1,"",54,12345
96,10,14,1,0,-1,"",54,12345
6,10,14,1,10,-1,"",54,12345
2,10,14,1,11,-1,"",54,12345
60,10,14,1,13,-1,"",54,12345
29,10,14,1,14,-1,"",54,12345
36,10,14,1,18,-1,"",54,12345
6,10,14,1,19,-1,"",54,12345
30,10,14,1,34,-1,"",54,12345
12,10,14,2,0,-1,"",54,12345
2,10,14,2,12,-1,"",54,12345
1,10,14,2,13,-1,"",54,12345
2,10,14,2,18,-1,"",54,12345
47,10,14,99,0,-1,"",54,12345
6,10,14,99,18,-1,"",54,12345
1,10,14,99,19,-1,"",54,12345
15,10,15,1,0,-1,"",54,12345
2,10,15,1,10,-1,"",54,12345
6,10,15,1,13,-1,"",54,12345
7,10,15,1,14,-1,"",54,12345
11,10,15,1,18,-1,"",54,12345
2,10,15,1,19,-1,"",54,12345
3,10,15,1,34,-1,"",54,12345
1,10,15,2,0,-1,"",54,12345
1,10,15,99,0,-1,"",54,12345
35,10,16,1,0,-1,"",54,12345
4,10,16,1,10,-1,"",54,12345
23,10,16,1,13,-1,"",54,12345
9,10,16,1,14,-1,"",54,12345
15,10,16,1,18,-1,"",54,12345
2,10,16,1,19,-1,"",54,12345
14,10,16,1,34,-1,"",54,12345
6,10,16,2,0,-1,"",54,12345
2,10,16,2,12,-1,"",54,12345
1,10,16,2,13,-1,"",54,12345
1,10,16,2,18,-1,"",54,12345
11,10,16,3,0,-1,"",54,12345
1,10,16,3,18,-1,"",54,12345
18,10,16,99,0,-1,"",54,12345
5,10,16,99,18,-1,"",54,12345
17,11,10,1,0,-1,"1099",54,12345
9,11,10,1,0,-1,"1497",54,12345
17,11,10,1,0,-1,"240",54,12345
17,11,10,1,0,-1,"242",54,12345
6,11,10,1,0,-1,"441",54,12345
90,11,10,1,0,-1,"527",54,12345
6,11,10,1,0,-1,"808",54,12345
1,11,10,1,10,-1,"1099",54,12345
3,11,10,1,10,-1,"240",54,12345
3,11,10,1,10,-1,"242",54,12345
2,11,10,1,10,-1,"441",54,12345
4,11,10,1,10,-1,"527",54,12345
2,11,10,1,10,-1,"808",54,12345
2,11,10,1,11,-1,"527",54,12345
12,11,10,1,13,-1,"1099",54,12345
2,11,10,1,13,-1,"1497",54,12345
11,11,10,1,13,-1,"240",54,12345
11,11,10,1,13,-1,"242",54,12345
4,11,10,1,13,-1,"441",54,12345
56,11,10,1,13,-1,"527",54,12345
4,11,10,1,13,-1,"808",54,12345
4,11,10,1,14,-1,"1099",54,12345
7,11,10,1,14,-1,"1497",54,12345
4,11,10,1,14,-1,"240",54,12345
4,11,10,1,14,-1,"242",54,12345
29,11,10,1,14,-1,"527",54,12345
12,11,10,1,18,-1,"1099",54,12345
8,11,10,1,18,-1,"1497",54,12345
3,11,10,1,18,-1,"240",54,12345
3,11,10,1,18,-1,"242",54,12345
3,11,10,1,18,-1,"441",54,12345
33,11,10,1,18,-1,"527",54,12345
3,11,10,1,18,-1,"808",54,12345
2,11,10,1,19,-1,"1099",54,12345
2,11,10,1,19,-1,"1497",54,12345
6,11,10,1,19,-1,"527",54,12345
12,11,10,1,34,-1,"1099",54,12345
2,11,10,1,34,-1,"1497",54,12345
2,11,10,1,34,-1,"240",54,12345
2,11,10,1,34,-1,"242",54,12345
1,11,10,1,34,-1,"441",54,12345
29,11,10,1,34,-1,"527",54,12345
1,11,10,1,34,-1,"808",54,12345
1,11,10,2,0,-1,"1497",54,12345
5,11,10,2,0,-1,"240",54,12345
5,11,10,2,0,-1,"242",54,12345
9,11,10,2,0,-1,"527",54,12345
2,11,10,2,0,-1,"958",54,12345
1,11,10,2,12,-1,"240",54,12345
1,11,10,2,12,-1,"242",54,12345
2,11,10,2,12,-1,"527",54,12345
1,11,10,2,12,-1,"958",54,12345
1,11,10,2,13,-1,"240",54,12345
1,11,10,2,13,-1,"242",54,12345
1,11,10,2,13,-1,"527",54,12345
1,11,10,2,18,-1,"240",54,12345
1,11,10,2,18,-1,"242",54,12345
1,11,10,2,18,-1,"527",54,12345
3,11,10,3,0,-1,"240",54,12345
3,11,10,3,0,-1,"242",54,12345
4,11,10,3,0,-1,"790",54,12345
4,11,10,3,0,-1,"792",54,12345
1,11,10,3,18,-1,"790",54,12345
1,11,10,3,18,-1,"792",54,12345
1,11,10,99,0,-1,"1099",54,12345
3,11,10,99,0,-1,"240",54,12345
3,11,10,99,0,-1,"242",54,12345
1,11,10,99,0,-1,"441",54,12345
47,11,10,99,0,-1,"527",54,12345
1,11,10,99,0,-1,"808",54,12345
6,11,10,99,0,-1,"958",54,12345
6,11,10,99,18,-1,"527",54,12345
3,11,10,99,18,-1,"958",54,12345
1,11,10,99,19,-1,"527",54,12345
17,11,11,1,0,-1,"",54,12345
3,11,11,1,10,-1,"",54,12345
11,11,11,1,13,-1,"",54,12345
4,11,11,1,14,-1,"",54,12345
3,11,11,1,18,-1,"",54,12345
2,11,11,1,34,-1,"",54,12345
7,11,11,2,0,-1,"",54,12345
2,11,11,2,12,-1,"",54,12345
1,11,11,2,13,-1,"",54,12345
1,11,11,2,18,-1,"",54,12345
7,11,11,3,0,-1,"",54,12345
1,11,11,3,18,-1,"",54,12345
9,11,11,99,0,-1,"",54,12345
3,11,11,99,18,-1,"",54,12345
34,11,13,1,0,-1,"",54,12345
4,11,13,1,10,-1,"",54,12345
23,11,13,1,13,-1,"",54,12345
8,11,13,1,14,-1,"",54,12345
15,11,13,1,18,-1,"",54,12345
2,11,13,1,19,-1,"",54,12345
14,11,13,1,34,-1,"",54,12345
5,11,13,2,0,-1,"",54,12345
1,11,13,2,12,-1,"",54,12345
1,11,13,2,13,-1,"",54,12345
1,11,13,2,18,-1,"",54,12345
7,11,13,3,0,-1,"",54,12345
1,11,13,3,18,-1,"",54,12345
4,11,13,99,0,-1,"",54,12345
96,11,14,1,0,-1,"",54,12345
6,11,14,1,10,-1,"",54,12345
2,11,14,1,11,-1,"",54,12345
60,11,14,1,13,-1,"",54,12345
29,11,14,1,14,-1,"",54,12345
36,11,14,1,18,-1,"",54,12345
6,11,14,1,19,-1,"",54,12345
30,11,14,1,34,-1,"",54,12345
9,11,14,2,0,-1,"",54,12345
2,11,14,2,12,-1,"",54,12345
1,11,14,2,13,-1,"",54,12345
1,11,14,2,18,-1,"",54,12345
48,11,14,99,0,-1,"",54,12345
6,11,14,99,18,-1,"",54,12345
1,11,14,99,19,-1,"",54,12345
15,11,15,1,0,-1,"",54,12345
2,11,15,1,10,-1,"",54,12345
6,11,15,1,13,-1,"",54,12345
7,11,15,1,14,-1,"",54,12345
11,11,15,1,18,-1,"",54,12345
2,11,15,1,19,-1,"",54,12345
3,11,15,1,34,-1,"",54,12345
1,11,15,2,0,-1,"",54,12345
1,11,15,99,0,-1,"",54,12345
34,11,16,1,0,-1,"",54,12345
4,11,16,1,10,-1,"",54,12345
23,11,16,1,13,-1,"",54,12345
8,11,16,1,14,-1,"",54,12345
15,11,16,1,18,-1,"",54,12345
2,11,16,1,19,-1,"",54,12345
14,11,16,1,34,-1,"",54,12345
7,11,16,2,0,-1,"",54,12345
2,11,16,2,12,-1,"",54,12345
1,11,16,2,13,-1,"",54,12345
1,11,16,2,18,-1,"",54,12345
7,11,16,3,0,-1,"",54,12345
1,11,16,3,18,-1,"",54,12345
10,11,16,99,0,-1,"",54,12345
3,11,16,99,18,-1,"",54,12345
17,12,10,1,0,-1,"1099",54,12345
9,12,10,1,0,-1,"1497",54,12345
17,12,10,1,0,-1,"240",54,12345
17,12,10,1,0,-1,"242",54,12345
6,12,10,1,0,-1,"441",54,12345
90,12,10,1,0,-1,"527",54,12345
6,12,10,1,0,-1,"808",54,12345
1,12,10,1,0,-1,"957",54,12345
1,12,10,1,10,-1,"1099",54,12345
3,12,10,1,10,-1,"240",54,12345
3,12,10,1,10,-1,"242",54,12345
2,12,10,1,10,-1,"441",54,12345
4,12,10,1,10,-1,"527",54,12345
2,12,10,1,10,-1,"808",54,12345
2,12,10,1,11,-1,"527",54,12345
12,12,10,1,13,-1,"1099",54,12345
2,12,10,1,13,-1,"1497",54,12345
11,12,10,1,13,-1,"240",54,12345
11,12,10,1,13,-1,"242",54,12345
4,12,10,1,13,-1,"441",54,12345
56,12,10,1,13,-1,"527",54,12345
4,12,10,1,13,-1,"808",54,12345
4,12,10,1,14,-1,"1099",54,12345
7,12,10,1,14,-1,"1497",54,12345
4,12,10,1,14,-1,"240",54,12345
4,12,10,1,14,-1,"242",54,12345
29,12,10,1,14,-1,"527",54,12345
1,12,10,1,14,-1,"957",54,12345
12,12,10,1,18,-1,"1099",54,12345
8,12,10,1,18,-1,"1497",54,12345
3,12,10,1,18,-1,"240",54,12345
3,12,10,1,18,-1,"242",54,12345
3,12,10,1,18,-1,"441",54,12345
33,12,10,1,18,-1,"527",54,12345
3,12,10,1,18,-1,"808",54,12345
2,12,10,1,19,-1,"1099",54,12345
2,12,10,1,19,-1,"1497",54,12345
6,12,10,1,19,-1,"527",54,12345
12,12,10,1,34,-1,"1099",54,12345
2,12,10,1,34,-1,"1497",54,12345
2,12,10,1,34,-1,"240",54,12345
2,12,10,1,34,-1,"242",54,12345
1,12,10,1,34,-1,"441",54,12345
29,12,10,1,34,-1,"527",54,12345
1,12,10,1,34,-1,"808",54,12345
1,12,10,1,34,-1,"957",54,12345
1,12,10,2,0,-1,"1497",54,12345
5,12,10,2,0,-1,"240",54,12345
5,12,10,2,0,-1,"242",54,12345
1,12,10,2,0,-1,"441",54,12345
13,12,10,2,0,-1,"527",54,12345
1,12,10,2,0,-1,"808",54,12345
3,12,10,2,0,-1,"958",54,12345
1,12,10,2,12,-1,"240",54,12345
1,12,10,2,12,-1,"242",54,12345
2,12,10,2,12,-1,"527",54,12345
1,12,10,2,13,-1,"240",54,12345
1,12,10,2,13,-1,"242",54,12345
1,12,10,2,13,-1,"441",54,12345
1,12,10,2,13,-1,"527",54,12345
1,12,10,2,13,-1,"808",54,12345
1,12,10,2,18,-1,"240",54,12345
1,12,10,2,18,-1,"242",54,12345
1,12,10,2,18,-1,"441",54,12345
2,12,10,2,18,-1,"527",54,12345
1,12,10,2,18,-1,"808",54,12345
3,12,10,3,0,-1,"240",54,12345
3,12,10,3,0,-1,"242",54,12345
3,12,10,3,0,-1,"790",54,12345
5,12,10,3,0,-1,"792",54,12345
1,12,10,3,18,-1,"792",54,12345
1,12,10,99,0,-1,"1099",54,12345
3,12,10,99,0,-1,"240",54,12345
