"RowTotal","Cohort","Stat","ExitFrom","ExitTo","ReturnTime","HHType","HHVet","HHChronic","HHDisability","HHFleeingDV","HoHRace","HoHEthnicity","HHAdultAge","HHParent","AC3Plus","SystemPath","ReportID"
1,-2,1,3,11,60,1,1,2,0,0,3,0,24,0,0,2,12345
1,-2,1,3,11,365,1,0,0,1,0,4,0,25,0,0,2,12345
1,-2,1,3,11,365,1,1,0,0,0,5,1,55,0,0,2,12345
1,-2,1,3,13,90,1,0,0,1,0,25,0,55,0,0,2,12345
1,-2,1,3,13,180,1,1,0,0,0,3,1,55,0,0,2,12345
1,-2,1,3,99,-1,1,0,0,1,1,5,0,25,0,0,2,12345
1,-2,1,3,99,-1,1,1,0,1,0,23,0,55,0,0,2,12345
1,-2,1,3,99,30,1,1,0,0,0,2,0,25,0,0,2,12345
1,-2,1,3,99,30,1,1,0,1,0,3,0,55,0,0,2,12345
1,-2,1,3,99,30,1,1,0,1,1,25,0,55,0,0,2,12345
1,-2,1,3,99,60,1,1,0,0,0,135,0,25,0,0,2,12345
5,-2,1,5,1,-1,99,0,0,1,0,99,99,-1,1,0,4,12345
1,-2,1,5,1,-1,99,0,2,0,0,99,99,-1,1,0,4,12345
1,-2,1,5,3,-1,2,0,0,0,0,3,0,-1,1,1,4,12345
2,-2,1,5,3,-1,2,0,0,0,0,3,0,25,1,1,-1,12345
1,-2,1,5,3,-1,2,0,0,0,0,5,0,25,1,1,-1,12345
1,-2,1,5,3,-1,2,0,0,0,0,99,99,-1,1,0,-1,12345
2,-2,1,5,3,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-2,1,5,3,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
1,-2,1,5,3,-1,99,0,0,1,0,99,99,-1,1,0,-1,12345
2,-2,1,5,3,-1,99,0,0,1,0,99,99,-1,1,0,4,12345
1,-2,1,5,3,365,1,1,0,0,0,5,0,25,0,0,4,12345
1,-2,1,5,4,-1,1,0,0,0,0,2,0,25,0,0,4,12345
1,-2,1,5,4,-1,1,1,0,1,0,35,0,25,0,0,4,12345
2,-2,1,5,4,-1,2,0,0,0,0,3,0,-1,1,0,4,12345
1,-2,1,5,4,-1,2,0,0,0,0,3,0,25,1,0,-1,12345
1,-2,1,5,4,-1,2,0,0,0,1,3,0,25,1,1,-1,12345
1,-2,1,5,4,-1,2,0,0,1,0,99,99,-1,1,1,4,12345
1,-2,1,5,4,-1,2,1,0,0,0,5,0,25,0,0,-1,12345
4,-2,1,5,4,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
6,-2,1,5,4,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
2,-2,1,5,4,-1,99,0,0,1,0,99,99,-1,1,0,-1,12345
1,-2,1,5,4,180,1,1,0,0,0,98,0,25,0,0,4,12345
1,-2,1,5,4,365,1,1,0,0,0,35,0,25,0,0,4,12345
1,-2,1,5,4,547,1,1,0,0,1,134,0,25,0,0,4,12345
1,-2,1,5,4,547,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-2,1,5,5,-1,1,0,0,0,0,15,0,18,0,0,-1,12345
1,-2,1,5,6,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
1,-2,1,5,9,-1,1,0,0,1,0,23,0,25,0,0,4,12345
1,-2,1,5,11,90,1,1,0,0,0,99,0,55,0,0,4,12345
1,-2,1,5,13,-1,1,0,0,0,1,35,0,25,0,0,-1,12345
1,-2,1,5,13,-1,2,0,0,0,0,3,0,-1,1,0,4,12345
1,-2,1,5,13,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-2,1,5,14,60,1,1,0,0,0,5,0,25,0,0,4,12345
1,-2,1,5,99,-1,2,0,0,0,0,3,0,18,1,0,4,12345
1,-2,1,5,99,-1,2,0,0,0,0,3,0,25,1,0,4,12345
1,-2,1,5,99,-1,2,0,0,0,0,99,99,-1,1,0,4,12345
1,-2,1,6,5,-1,1,0,0,1,0,25,0,55,0,0,8,12345
1,-2,1,6,5,60,2,0,0,1,0,35,1,25,1,0,-1,12345
1,-2,1,6,6,180,99,0,0,0,0,2,0,-1,0,0,-1,12345
1,-2,1,6,99,547,1,1,0,0,0,1,1,25,0,0,-1,12345
2,-2,1,7,1,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
2,-2,1,7,1,-1,99,0,0,1,0,99,99,-1,1,0,4,12345
1,-2,1,7,3,-1,2,0,0,0,0,3,0,18,1,0,4,12345
1,-2,1,7,3,365,1,1,0,1,0,5,0,25,0,0,4,12345
1,-2,1,7,4,-1,1,0,0,0,0,23,0,25,0,0,4,12345
1,-2,1,7,4,-1,1,0,0,1,0,3,0,25,0,0,4,12345
1,-2,1,7,4,180,1,1,0,0,0,2,1,55,0,0,6,12345
1,-2,1,7,4,365,1,1,0,0,0,235,0,55,0,0,4,12345
1,-2,1,7,11,-1,99,0,0,1,0,99,99,-1,1,0,4,12345
1,-2,1,7,11,547,1,1,0,0,0,3,0,25,0,0,4,12345
1,-2,1,7,13,-1,1,0,2,0,0,35,0,25,0,0,4,12345
1,-2,1,7,13,365,1,0,0,0,0,1,0,25,0,0,4,12345
1,-2,1,7,14,-1,1,0,2,0,0,3,0,55,0,0,4,12345
1,-2,1,7,14,60,1,1,0,0,0,3,0,25,0,0,4,12345
1,-2,1,8,5,-1,1,0,2,0,0,3,0,25,0,0,8,12345
1,-2,1,8,9,90,1,0,0,1,0,2,1,25,0,0,8,12345
1,-2,1,8,12,547,1,1,0,1,0,35,0,25,0,0,8,12345
1,-2,1,8,99,-1,1,1,1,1,1,99,0,55,0,0,8,12345
1,-2,2,2,4,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
3,-2,2,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
6,-2,2,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,2,2,5,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,-2,2,2,5,60,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,2,2,5,180,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,2,2,5,365,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,2,2,5,547,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,2,2,5,730,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,2,2,6,365,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,2,2,7,-1,3,0,0,0,0,5,1,-1,0,0,1,12345
2,-2,2,2,7,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,2,2,7,365,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,2,2,8,730,1,0,0,1,0,35,0,25,0,0,1,12345
1,-2,2,2,9,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,2,2,9,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,2,2,11,60,1,0,0,1,1,35,0,25,0,0,1,12345
1,-2,2,2,13,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,2,2,13,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,2,2,13,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,2,2,13,547,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,2,2,99,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
5,-2,2,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,2,2,99,180,1,0,0,0,0,2,0,25,0,0,1,12345
1,-2,2,2,99,180,1,0,0,0,0,5,0,24,0,0,1,12345
1,-2,2,2,99,365,1,0,0,1,0,13,0,25,0,0,1,12345
1,-2,2,2,99,547,1,0,0,0,0,345,0,55,0,0,1,12345
1,-2,2,2,99,730,1,1,0,0,0,34,0,55,0,0,1,12345
1,-2,2,3,4,-1,1,0,0,0,0,4,0,25,0,0,2,12345
1,-2,2,3,4,60,1,1,0,0,0,5,0,55,0,0,2,12345
1,-2,2,3,11,60,1,1,0,0,0,5,0,55,0,0,2,12345
1,-2,2,3,99,90,1,1,3,1,0,15,0,25,0,0,2,12345
1,-2,2,5,3,365,1,1,0,1,1,5,0,25,0,0,4,12345
1,-2,2,8,6,-1,1,0,1,1,0,99,0,25,0,0,8,12345
1,-2,3,2,1,-1,1,0,0,1,0,35,0,25,0,0,1,12345
1,-2,3,2,3,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
6,-2,3,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,3,2,5,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,3,2,5,90,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,3,2,5,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,3,2,5,180,99,0,2,0,0,99,99,-1,0,0,1,12345
1,-2,3,2,5,365,1,0,0,1,0,3,0,25,0,0,1,12345
1,-2,3,2,5,365,99,0,0,0,0,99,99,-1,0,0,1,12345
2,-2,3,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
4,-2,3,2,7,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-2,3,2,7,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,3,2,7,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,3,2,7,60,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,3,2,7,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,3,2,7,547,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-2,3,2,8,-1,3,0,0,0,0,3,1,-1,0,0,1,12345
1,-2,3,2,9,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,3,2,9,90,1,1,0,0,0,3,99,55,0,0,1,12345
2,-2,3,2,11,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,3,2,13,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
4,-2,3,2,99,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,3,2,99,60,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,3,2,99,547,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,3,3,4,730,1,0,0,1,0,2,0,25,0,0,2,12345
1,-2,3,5,4,365,1,1,0,1,0,35,0,55,0,0,4,12345
1,-2,3,5,4,547,2,1,0,0,0,3,0,25,1,0,4,12345
1,-2,3,7,4,180,1,1,0,0,0,3,0,25,0,0,4,12345
1,-2,3,7,4,365,1,1,0,0,0,345,0,24,0,0,4,12345
1,-2,4,2,3,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,4,2,4,-1,1,1,0,1,0,3,0,55,0,0,1,12345
1,-2,4,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
5,-2,4,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,4,2,5,180,1,0,0,0,0,13,0,25,0,0,1,12345
1,-2,4,2,5,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,4,2,5,180,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,4,2,6,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,4,2,6,90,99,0,0,0,0,99,99,-1,0,0,1,12345
3,-2,4,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,4,2,7,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-2,4,2,7,365,3,0,0,0,0,3,0,-1,0,0,1,12345
2,-2,4,2,9,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,4,2,13,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,4,2,13,30,1,0,0,1,0,145,1,25,0,0,1,12345
1,-2,4,2,99,-1,1,0,0,0,0,5,0,25,0,0,1,12345
2,-2,4,2,99,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
5,-2,4,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,4,2,99,180,1,1,1,1,0,3,0,25,0,0,1,12345
1,-2,4,3,11,60,1,0,1,1,0,3,0,25,0,0,2,12345
1,-2,4,3,14,180,1,1,0,0,0,5,0,55,0,0,2,12345
1,-2,5,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
4,-2,5,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,5,2,5,30,3,0,2,0,0,3,0,-1,0,0,1,12345
2,-2,5,2,5,60,3,0,0,0,0,3,0,-1,0,0,1,12345
2,-2,5,2,5,180,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,5,2,5,365,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-2,5,2,5,365,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,5,2,5,730,3,0,0,0,0,3,0,-1,0,0,1,12345
2,-2,5,2,6,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,5,2,6,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
4,-2,5,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,5,2,7,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
2,-2,5,2,7,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,5,2,7,90,3,0,0,0,0,5,0,-1,0,0,1,12345
2,-2,5,2,7,365,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,5,2,7,365,3,0,0,0,0,345,0,-1,0,0,1,12345
2,-2,5,2,9,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,5,2,9,-1,3,0,0,1,0,3,0,-1,0,0,1,12345
1,-2,5,2,9,30,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-2,5,2,9,90,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,5,2,9,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,5,2,9,730,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,5,2,11,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,-2,5,2,99,-1,1,0,0,0,0,3,0,25,0,0,1,12345
2,-2,5,2,99,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-2,5,2,99,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
2,-2,5,2,99,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
1,-2,5,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,5,2,99,60,3,0,0,0,0,3,0,-1,0,0,1,12345
3,-2,5,2,99,90,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,5,2,99,365,1,0,0,0,0,35,1,25,0,0,9,12345
2,-2,5,2,99,365,3,0,0,0,0,3,0,-1,0,0,1,12345
2,-2,5,2,99,365,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-2,5,3,4,90,1,1,0,0,0,3,0,55,0,0,3,12345
1,-2,5,3,4,90,1,1,0,0,0,235,0,25,0,0,3,12345
1,-2,5,3,4,180,1,1,0,0,0,5,1,25,0,0,2,12345
1,-2,5,3,4,365,1,0,0,1,0,5,0,55,0,0,3,12345
1,-2,5,3,4,547,1,0,1,1,0,3,0,25,0,0,3,12345
1,-2,5,3,8,30,1,1,0,1,0,35,0,25,0,0,3,12345
1,-2,5,3,8,180,1,1,0,0,0,5,0,55,0,0,6,12345
1,-2,5,3,14,90,1,1,0,0,0,5,0,55,0,0,6,12345
1,-2,5,5,1,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-2,5,5,1,-1,99,0,0,1,0,99,99,-1,1,0,5,12345
5,-2,5,5,3,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-2,5,5,3,-1,99,0,0,0,1,99,99,-1,1,0,-1,12345
1,-2,5,5,3,-1,99,0,2,0,0,99,99,-1,1,0,5,12345
1,-2,5,5,3,60,1,1,0,1,0,5,0,55,0,0,6,12345
2,-2,5,5,4,-1,1,0,0,0,0,35,0,25,0,0,6,12345
1,-2,5,5,4,-1,1,1,0,0,0,5,0,55,0,0,6,12345
1,-2,5,5,4,-1,1,1,0,0,0,45,0,25,0,0,6,12345
1,-2,5,5,4,-1,1,1,0,0,0,1245,0,25,0,0,6,12345
1,-2,5,5,4,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-2,5,5,4,180,1,0,0,0,0,23,1,25,0,0,5,12345
1,-2,5,5,5,-1,99,0,0,0,0,35,0,-1,1,0,5,12345
