PersonalID,Woman,Man,NonBinary,CulturallySpecific,Transgender,Questioning,DifferentIdentity,GenderNone,DifferentIdentityText,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
534187,0,1,0,0,0,0,0,,,2015-03-05 14:35:39,2018-09-24 13:32:01,16,,1036
537915,1,0,0,0,0,0,0,,,2015-04-13 16:35:10,2019-04-23 12:41:43,16,,1036
563542,0,1,0,0,0,0,0,,,2015-12-05 09:42:35,2018-02-19 09:31:34,21,,1036
587522,1,0,0,0,0,0,0,,,2016-08-25 11:37:34,2018-09-23 15:23:23,16,,1036
588757,0,1,0,0,0,0,0,,,2016-09-06 13:40:31,2017-07-06 11:34:35,29,,1036
595159,1,0,0,0,0,0,0,,,2016-12-06 13:49:19,2016-12-06 13:49:19,30,,1036
595665,0,1,0,0,0,0,0,,,2016-12-14 16:52:19,2020-04-07 16:39:02,21,,1036
598862,0,1,0,0,0,0,0,,,2017-02-09 19:36:09,2019-10-03 07:38:49,23,,1036
604393,0,1,0,0,0,0,0,,,2017-05-18 14:50:57,2020-05-13 09:46:29,26,,1036
607544,0,1,0,0,0,0,0,,,2017-07-09 19:06:36,2017-07-13 14:37:31,27,,1036
609940,0,1,0,0,0,0,0,,,2017-08-08 18:59:47,2021-11-05 09:48:31,23,,1036
617397,0,1,0,0,0,0,0,,,2018-01-03 20:51:20,2018-01-12 11:14:11,16,,1036
619281,1,0,0,0,0,0,0,,,2018-02-08 18:19:06,2018-02-27 21:47:24,27,,1036
619425,0,1,0,0,0,0,0,,,2018-02-13 08:14:13,2018-09-21 14:12:25,26,,1036
622346,0,1,0,0,0,0,0,,,2018-04-18 16:15:16,2018-04-18 16:15:16,23,,1036
625358,0,1,0,0,0,0,0,,,2018-06-18 20:02:05,2018-08-10 14:19:15,24,,1036
626351,0,1,0,0,0,0,0,,,2018-07-05 19:31:57,2022-02-24 16:35:44,27,,1036
632700,1,0,0,0,0,0,0,,,2018-10-21 13:38:59,2018-10-21 13:50:53,29,,1036
634467,1,0,0,0,0,0,0,,,2018-11-21 15:56:04,2018-11-21 15:56:04,27,,1036
637474,1,0,0,0,0,0,0,,,2019-01-25 11:30:30,2019-01-25 11:44:47,26,,1036
637892,0,1,0,0,0,0,0,,,2019-02-04 14:24:35,2019-06-05 14:27:35,18,,1036
642610,1,0,0,0,0,0,0,,,2019-05-07 22:46:14,2019-05-07 22:46:14,23,,1036
642611,1,0,0,0,0,0,0,,,2019-05-07 22:49:12,2019-05-07 22:49:12,23,,1036
643218,0,1,0,0,0,0,0,,,2019-05-18 13:42:09,2019-05-22 09:12:45,23,,1036
646472,0,1,0,0,0,0,0,,,2019-07-15 02:54:27,2019-07-15 02:54:27,16,,1036
649330,1,0,0,0,0,0,0,,,2019-08-29 11:11:32,2022-04-07 09:17:40,27,,1036
650429,0,1,0,0,0,0,0,,,2019-09-19 09:18:58,2022-03-04 19:03:32,26,,1036
651734,1,0,0,0,0,0,0,,,2019-10-14 14:32:33,2022-03-07 14:20:42,16,,1036
658741,0,1,0,0,0,0,0,,,2020-03-04 14:29:08,2020-03-04 14:29:54,23,,1036
658742,0,1,0,0,0,0,0,,,2020-03-04 14:30:39,2020-03-04 14:30:39,23,,1036
660586,0,1,0,0,0,0,0,,,2020-04-18 10:55:20,2021-01-14 12:46:21,28,,1036
660709,0,1,0,0,0,0,0,,,2020-04-21 17:12:26,2020-04-21 17:12:26,26,,1036
660863,1,0,0,0,0,0,0,,,2020-04-27 14:15:49,2020-04-27 14:15:49,23,,1036
661079,1,0,0,0,0,0,0,,,2020-05-04 19:03:11,2020-05-04 19:03:11,22,,1036
663541,1,0,0,0,0,0,0,,,2020-07-03 17:49:16,2020-07-03 17:49:16,27,,1036
665656,1,0,0,0,0,0,0,,,2020-08-13 14:23:23,2021-10-05 11:05:07,23,,1036
665657,0,1,0,0,0,0,0,,,2020-08-13 14:28:47,2022-01-24 18:03:45,23,,1036
671266,0,1,0,0,0,0,0,,,2020-11-20 20:58:15,2021-01-25 15:07:50,18,,1036
671735,0,1,0,0,0,0,0,,,2020-12-01 12:32:56,2021-04-13 21:02:12,16,,1036
672060,0,1,0,0,0,0,0,,,2020-12-05 22:31:02,2020-12-05 22:31:02,27,,1036
672960,1,0,0,0,0,0,0,,,2020-12-15 21:19:20,2020-12-17 15:58:47,16,,1036
673490,1,0,0,0,0,0,0,,,2020-12-22 23:10:53,2021-10-05 12:54:21,28,,1036
676309,0,1,0,0,0,0,0,,,2021-01-27 19:07:16,2021-01-27 19:07:16,28,,1036
678373,0,1,0,0,0,0,0,,,2021-02-20 20:16:30,2021-02-20 20:16:30,16,,1036
678557,0,1,0,0,0,0,0,,,2021-02-23 17:04:46,2021-02-23 17:04:46,28,,1036
681868,0,1,0,0,0,0,0,,,2021-04-27 22:07:33,2021-04-27 22:07:33,21,,1036
682306,1,0,0,0,0,0,0,,,2021-05-07 22:50:37,2021-05-07 22:50:37,27,,1036
684007,0,1,0,0,0,0,0,,,2021-06-15 09:40:29,2021-06-15 09:40:29,27,,1036
684008,1,0,0,0,0,0,0,,,2021-06-15 09:41:16,2021-06-15 09:41:16,27,,1036
684617,0,1,0,0,0,0,0,,,2021-06-25 18:04:25,2021-06-25 18:04:25,16,,1036
685256,1,0,0,0,0,0,0,,,2021-07-08 13:42:05,2021-07-08 13:42:05,27,,1036
685281,0,1,0,0,0,0,0,,,2021-07-08 18:29:24,2022-04-12 20:10:08,27,,1036
685286,1,0,0,0,0,0,0,,,2021-07-08 21:00:44,2021-08-06 14:06:24,27,,1036
685583,0,1,0,0,0,0,0,,,2021-07-14 15:46:00,2021-07-14 15:46:00,27,,1036
686444,1,0,0,0,0,0,0,,,2021-07-30 09:54:20,2021-10-08 12:31:09,16,,1036
686505,1,0,0,0,0,0,0,,,2021-08-01 22:36:14,2021-08-01 22:36:14,27,,1036
687121,0,1,0,0,0,0,0,,,2021-08-14 19:07:52,2021-08-14 19:07:52,16,,1036
687130,1,0,0,0,0,0,0,,,2021-08-15 22:52:17,2021-08-15 22:52:17,16,,1036
687131,0,1,0,0,0,0,0,,,2021-08-15 22:54:09,2021-09-14 09:24:22,16,,1036
687132,0,1,0,0,0,0,0,,,2021-08-15 22:54:39,2021-08-15 22:54:39,16,,1036
687157,0,1,0,0,0,0,0,,,2021-08-16 13:07:27,2021-08-16 13:07:27,16,,1036
687432,0,1,0,0,0,0,0,,,2021-08-20 18:57:11,2021-08-20 18:57:11,16,,1036
687494,0,1,0,0,0,0,0,,,2021-08-23 13:27:56,2021-08-23 13:57:11,27,,1036
687798,1,0,0,0,0,0,0,,,2021-08-27 15:05:40,2021-08-30 10:15:43,27,,1036
688403,0,1,0,0,0,0,0,,,2021-09-08 12:55:48,2021-09-29 10:26:37,27,,1036
688499,1,0,0,0,0,0,0,,,2021-09-09 20:16:58,2021-09-30 11:59:21,16,,1036
688500,1,0,0,0,0,0,0,,,2021-09-09 20:24:40,2021-09-30 12:01:18,16,,1036
689253,0,1,0,0,0,0,0,,,2021-09-22 10:33:04,2021-09-28 12:45:42,27,,1036
689443,0,1,0,0,0,0,0,,,2021-09-25 21:40:03,2021-09-25 21:40:03,27,,1036
689664,1,0,0,0,0,0,0,,,2021-09-29 11:53:36,2021-10-21 18:00:55,26,,1036
689803,1,0,0,0,0,0,0,,,2021-09-30 18:59:49,2021-10-05 10:21:52,29,,1036
690271,0,1,0,0,0,0,0,,,2021-10-10 17:52:55,2021-10-10 17:52:55,16,,1036
690592,0,1,0,0,0,0,0,,,2021-10-15 17:37:33,2021-10-15 17:37:33,16,,1036
690593,0,1,0,0,0,0,0,,,2021-10-15 18:39:21,2021-10-15 18:39:38,27,,1036
690904,1,0,0,0,0,0,0,,,2021-10-24 04:21:54,2021-10-24 04:21:54,27,,1036
691436,0,1,0,0,0,0,0,,,2021-11-02 15:00:44,2021-11-02 15:01:28,27,,1036
691448,0,1,0,0,0,0,0,,,2021-11-02 18:11:37,2021-11-02 18:14:25,16,,1036
692069,0,1,0,0,0,0,0,,,2021-11-12 22:43:13,2021-11-15 14:57:41,16,,1036
692107,1,0,0,0,0,0,0,,,2021-11-15 15:04:48,2021-11-29 16:08:16,27,,1036
692112,0,1,0,0,0,0,0,,,2021-11-15 15:48:54,2021-11-15 15:48:54,16,,1036
692421,0,1,0,0,0,0,0,,,2021-11-20 10:11:16,2022-02-28 19:31:26,16,,1036
692622,0,1,0,0,0,0,0,,,2021-11-25 21:23:46,2021-11-30 09:22:59,16,,1036
692792,1,0,0,0,0,0,0,,,2021-11-30 20:00:50,2021-12-14 15:09:13,16,,1036
692828,0,1,0,0,0,0,0,,,2021-12-01 10:45:23,2021-12-01 10:45:23,17,,1036
692881,1,0,0,0,0,0,0,,,2021-12-01 18:11:56,2021-12-01 18:12:30,16,,1036
693006,0,1,0,0,0,0,0,,,2021-12-04 08:55:01,2021-12-21 14:47:46,16,,1036
693009,0,1,0,0,0,0,0,,,2021-12-04 09:25:49,2021-12-04 09:25:49,16,,1036
693017,1,0,0,0,0,0,0,,,2021-12-05 21:16:25,2021-12-05 21:20:03,16,,1036
693241,1,0,0,0,0,0,0,,,2021-12-08 17:25:01,2021-12-08 17:25:01,16,,1036
693243,1,0,0,0,0,0,0,,,2021-12-08 17:32:45,2021-12-08 17:32:45,16,,1036
693244,1,0,0,0,0,0,0,,,2021-12-08 17:33:29,2021-12-08 17:33:29,16,,1036
693522,0,1,0,0,0,0,0,,,2021-12-14 22:40:56,2021-12-14 22:40:56,27,,1036
693630,0,1,0,0,0,0,0,,,2021-12-16 14:58:59,2021-12-16 15:29:12,16,,1036
693910,1,0,0,0,0,0,0,,,2021-12-22 18:56:13,2021-12-27 15:51:09,16,,1036
693979,0,1,0,0,0,0,0,,,2021-12-26 17:46:15,2021-12-26 17:57:54,16,,1036
694799,0,1,0,0,0,0,0,,,2022-01-12 02:23:04,2022-01-12 02:23:04,30,,1036
695090,0,1,0,0,0,0,0,,,2022-01-18 14:25:25,2022-01-18 14:25:25,16,,1036
695107,1,0,0,0,0,0,0,,,2022-01-19 01:53:36,2022-01-19 01:53:36,27,,1036
695108,1,0,0,0,0,0,0,,,2022-01-19 01:54:22,2022-01-19 01:54:22,27,,1036
695284,0,1,0,0,0,0,0,,,2022-01-21 14:54:50,2022-01-21 14:54:50,27,,1036
695302,1,0,0,0,0,0,0,,,2022-01-23 17:55:06,2022-01-23 17:55:06,29,,1036
695368,0,1,0,0,0,0,0,,,2022-01-24 15:56:30,2022-03-22 18:48:44,28,,1036
696168,1,0,0,0,0,0,0,,,2022-02-09 05:55:39,2022-02-09 05:55:39,27,,1036
696169,1,0,0,0,0,0,0,,,2022-02-09 05:56:50,2022-02-09 05:56:50,27,,1036
696170,0,1,0,0,0,0,0,,,2022-02-09 05:57:06,2022-02-09 05:57:06,27,,1036
696551,1,0,0,0,0,0,0,,,2022-02-17 11:26:32,2022-02-17 11:26:32,30,,1036
696801,1,0,0,0,0,0,0,,,2022-02-23 17:30:55,2022-02-23 17:30:55,29,,1036
696802,0,1,0,0,0,0,0,,,2022-02-23 17:31:25,2022-03-16 10:52:32,29,,1036
697198,0,1,0,0,0,0,0,,,2022-03-04 15:05:57,2022-03-04 15:05:57,27,,1036
697375,0,1,0,0,0,0,0,,,2022-03-08 17:16:31,2022-04-25 10:56:57,27,,1036
697484,1,0,0,0,0,0,0,,,2022-03-10 18:14:58,2022-03-10 18:15:20,27,,1036
697829,0,1,0,0,0,0,0,,,2022-03-19 18:40:25,2022-03-19 18:40:25,27,,1036
698076,0,0,0,0,1,0,0,,,2022-03-24 09:41:19,2022-03-24 09:41:50,30,,1036
699017,0,1,0,0,0,0,0,,,2022-04-11 19:02:44,2022-04-11 19:02:44,30,,1036
699202,1,0,0,0,0,0,0,,,2022-04-15 10:54:04,2022-04-15 10:54:40,30,,1036
699274,1,0,0,0,0,0,0,,,2022-04-18 16:05:38,2022-04-18 16:05:38,27,,1036
699275,0,1,0,0,0,0,0,,,2022-04-18 16:06:37,2022-04-18 16:06:37,27,,1036
699282,1,0,0,0,0,0,0,,,2022-04-18 19:29:17,2022-08-26 13:56:52,28,,1036
699283,0,1,0,0,0,0,0,,,2022-04-18 19:30:27,2022-08-26 13:56:39,28,,1036
699348,0,1,0,0,0,0,0,,,2022-04-19 14:33:36,2022-04-19 14:33:36,28,,1036
699357,0,1,0,0,0,0,0,,,2022-04-19 19:26:59,2022-04-19 19:29:23,28,,1036
699475,1,0,0,0,0,0,0,,,2022-04-21 16:30:09,2022-04-21 16:58:54,27,,1036
700440,0,1,0,0,0,0,0,,,2022-05-10 15:15:56,2022-05-10 15:28:02,27,,1036
700653,1,0,0,0,0,0,0,,,2022-05-15 10:37:55,2022-06-09 13:16:07,30,,1036
700654,0,1,0,0,0,0,0,,,2022-05-15 10:39:56,2022-05-15 11:32:40,30,,1036
700655,0,1,0,0,0,0,0,,,2022-05-15 10:41:25,2022-05-15 10:41:25,30,,1036
700668,0,1,0,0,0,0,0,,,2022-05-15 22:28:53,2022-05-15 22:28:53,30,,1036
700831,1,0,0,0,0,0,0,,,2022-05-17 16:43:14,2022-05-17 16:43:14,23,,1036
700835,0,1,0,0,0,0,0,,,2022-05-17 20:59:12,2022-05-17 20:59:12,30,,1036
700836,1,0,0,0,0,0,0,,,2022-05-17 22:20:25,2022-05-17 22:23:46,26,,1036
700889,0,1,0,0,0,0,0,,,2022-05-18 22:44:12,2022-05-18 22:44:12,30,,1036
702023,1,0,0,0,0,0,0,,,2022-06-10 16:16:36,2022-08-23 12:12:29,30,,1036
