ServicesID,EnrollmentID,PersonalID,DateProvided,RecordType,TypeProvided,OtherTypeProvided,MovingOnOtherType,SubTypeProvided,FAAmount,FAStartDate,FAEndDate,ReferralOutcome,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
144,859439,425595,2022-09-12,200,200,,,,,,,,2022-09-12 21:00:00,2022-09-12 21:00:00,29,,1036
145,859439,425595,2022-09-13,200,200,,,,,,,,2022-09-13 21:00:00,2022-09-13 21:00:00,26,,1036
146,859439,425595,2022-09-15,200,200,,,,,,,,2022-09-15 21:00:00,2022-09-15 21:00:00,15,,1036
147,859439,425595,2022-09-16,200,200,,,,,,,,2022-09-16 21:00:00,2022-09-16 21:00:00,94,,1036
148,859439,425595,2022-09-17,200,200,,,,,,,,2022-09-17 21:00:00,2022-09-17 21:00:00,13,,1036
149,859439,425595,2022-09-19,200,200,,,,,,,,2022-09-19 21:00:00,2022-09-19 21:00:00,64,,1036
150,859439,425595,2022-09-22,200,200,,,,,,,,2022-09-22 21:00:00,2022-09-22 21:00:00,27,,1036
151,859439,425595,2022-09-23,200,200,,,,,,,,2022-09-23 21:00:00,2022-09-23 21:00:00,60,,1036
152,859439,425595,2022-09-25,200,200,,,,,,,,2022-09-25 21:00:00,2022-09-25 21:00:00,59,,1036
153,859439,425595,2022-09-27,200,200,,,,,,,,2022-09-27 21:00:00,2022-09-27 21:00:00,0,,1036
154,859439,425595,2022-09-29,200,200,,,,,,,,2022-09-29 21:00:00,2022-09-29 21:00:00,73,,1036
155,859439,425595,2022-09-30,200,200,,,,,,,,2022-09-30 21:00:00,2022-09-30 21:00:00,82,,1036
156,852843,533218,2022-06-13,200,200,,,,,,,,2022-06-13 21:00:00,2022-06-13 21:00:00,43,,1036
157,852843,533218,2022-06-15,200,200,,,,,,,,2022-06-15 21:00:00,2022-06-15 21:00:00,49,,1036
158,852843,533218,2022-06-20,200,200,,,,,,,,2022-06-20 21:00:00,2022-06-20 21:00:00,99,,1036
159,852843,533218,2022-06-22,200,200,,,,,,,,2022-06-22 21:00:00,2022-06-22 21:00:00,94,,1036
160,852843,533218,2022-06-24,200,200,,,,,,,,2022-06-24 21:00:00,2022-06-24 21:00:00,44,,1036
161,852843,533218,2022-06-26,200,200,,,,,,,,2022-06-26 21:00:00,2022-06-26 21:00:00,73,,1036
162,852843,533218,2022-06-30,200,200,,,,,,,,2022-06-30 21:00:00,2022-06-30 21:00:00,15,,1036
163,852843,533218,2022-07-08,200,200,,,,,,,,2022-07-08 21:00:00,2022-07-08 21:00:00,20,,1036
164,852843,533218,2022-07-11,200,200,,,,,,,,2022-07-11 21:00:00,2022-07-11 21:00:00,24,,1036
165,852843,533218,2022-07-23,200,200,,,,,,,,2022-07-23 21:00:00,2022-07-23 21:00:00,73,,1036
166,852843,533218,2022-08-03,200,200,,,,,,,,2022-08-03 21:00:00,2022-08-03 21:00:00,20,,1036
167,852843,533218,2022-08-08,200,200,,,,,,,,2022-08-08 21:00:00,2022-08-08 21:00:00,20,,1036
168,852845,533219,2022-06-10,200,200,,,,,,,,2022-06-10 21:00:00,2022-06-10 21:00:00,17,,1036
169,852845,533219,2022-06-11,200,200,,,,,,,,2022-06-11 21:00:00,2022-06-11 21:00:00,11,,1036
170,852845,533219,2022-06-12,200,200,,,,,,,,2022-06-12 21:00:00,2022-06-12 21:00:00,19,,1036
171,852845,533219,2022-06-13,200,200,,,,,,,,2022-06-13 21:00:00,2022-06-13 21:00:00,32,,1036
172,852845,533219,2022-06-14,200,200,,,,,,,,2022-06-14 21:00:00,2022-06-14 21:00:00,32,,1036
173,852845,533219,2022-06-19,200,200,,,,,,,,2022-06-19 21:00:00,2022-06-19 21:00:00,11,,1036
174,852845,533219,2022-06-23,200,200,,,,,,,,2022-06-23 21:00:00,2022-06-23 21:00:00,60,,1036
175,852845,533219,2022-06-25,200,200,,,,,,,,2022-06-25 21:00:00,2022-06-25 21:00:00,44,,1036
176,852845,533219,2022-06-26,200,200,,,,,,,,2022-06-26 21:00:00,2022-06-26 21:00:00,23,,1036
177,852845,533219,2022-06-29,200,200,,,,,,,,2022-06-29 21:00:00,2022-06-29 21:00:00,49,,1036
178,852845,533219,2022-06-30,200,200,,,,,,,,2022-06-30 21:00:00,2022-06-30 21:00:00,82,,1036
179,852845,533219,2022-07-02,200,200,,,,,,,,2022-07-02 21:00:00,2022-07-02 21:00:00,19,,1036
180,852845,533219,2022-07-03,200,200,,,,,,,,2022-07-03 21:00:00,2022-07-03 21:00:00,15,,1036
181,852845,533219,2022-07-11,200,200,,,,,,,,2022-07-11 21:00:00,2022-07-11 21:00:00,73,,1036
182,852845,533219,2022-07-14,200,200,,,,,,,,2022-07-14 21:00:00,2022-07-14 21:00:00,64,,1036
183,852845,533219,2022-07-18,200,200,,,,,,,,2022-07-18 21:00:00,2022-07-18 21:00:00,49,,1036
184,852845,533219,2022-07-19,200,200,,,,,,,,2022-07-19 21:00:00,2022-07-19 21:00:00,60,,1036
185,852845,533219,2022-07-22,200,200,,,,,,,,2022-07-22 21:00:00,2022-07-22 21:00:00,24,,1036
186,852845,533219,2022-07-23,200,200,,,,,,,,2022-07-23 21:00:00,2022-07-23 21:00:00,24,,1036
187,852845,533219,2022-07-29,200,200,,,,,,,,2022-07-29 21:00:00,2022-07-29 21:00:00,45,,1036
188,852845,533219,2022-08-02,200,200,,,,,,,,2022-08-02 21:00:00,2022-08-02 21:00:00,45,,1036
189,852845,533219,2022-08-05,200,200,,,,,,,,2022-08-05 21:00:00,2022-08-05 21:00:00,43,,1036
190,852845,533219,2022-08-07,200,200,,,,,,,,2022-08-07 21:00:00,2022-08-07 21:00:00,0,,1036
191,820429,533242,2021-08-01,200,200,,,,,,,,2021-08-01 21:00:00,2021-08-01 21:00:00,84,,1036
192,820429,533242,2021-08-08,200,200,,,,,,,,2021-08-08 21:00:00,2021-08-08 21:00:00,11,,1036
193,820429,533242,2021-08-15,200,200,,,,,,,,2021-08-15 21:00:00,2021-08-15 21:00:00,29,,1036
194,820429,533242,2021-08-19,200,200,,,,,,,,2021-08-19 21:00:00,2021-08-19 21:00:00,24,,1036
195,820429,533242,2021-08-31,200,200,,,,,,,,2021-08-31 21:00:00,2021-08-31 21:00:00,98,,1036
196,820429,533242,2021-09-05,200,200,,,,,,,,2021-09-05 21:00:00,2021-09-05 21:00:00,22,,1036
197,820429,533242,2021-09-07,200,200,,,,,,,,2021-09-07 21:00:00,2021-09-07 21:00:00,15,,1036
198,820429,533242,2021-09-17,200,200,,,,,,,,2021-09-17 21:00:00,2021-09-17 21:00:00,17,,1036
199,820429,533242,2021-09-18,200,200,,,,,,,,2021-09-18 21:00:00,2021-09-18 21:00:00,73,,1036
200,820429,533242,2021-09-21,200,200,,,,,,,,2021-09-21 21:00:00,2021-09-21 21:00:00,49,,1036
201,820429,533242,2021-09-30,200,200,,,,,,,,2021-09-30 21:00:00,2021-09-30 21:00:00,23,,1036
202,820429,533242,2021-10-03,200,200,,,,,,,,2021-10-03 21:00:00,2021-10-03 21:00:00,60,,1036
203,820429,533242,2021-10-04,200,200,,,,,,,,2021-10-04 21:00:00,2021-10-04 21:00:00,59,,1036
204,827989,534187,2021-10-25,200,200,,,,,,,,2021-10-25 21:00:00,2021-10-25 21:00:00,15,,1036
205,827989,534187,2021-11-04,200,200,,,,,,,,2021-11-04 21:00:00,2021-11-04 21:00:00,62,,1036
206,827989,534187,2021-11-09,200,200,,,,,,,,2021-11-09 22:00:00,2021-11-09 22:00:00,25,,1036
207,827989,534187,2021-11-15,200,200,,,,,,,,2021-11-15 22:00:00,2021-11-15 22:00:00,22,,1036
208,827989,534187,2021-11-19,200,200,,,,,,,,2021-11-19 22:00:00,2021-11-19 22:00:00,23,,1036
209,827989,534187,2021-11-22,200,200,,,,,,,,2021-11-22 22:00:00,2021-11-22 22:00:00,64,,1036
210,827989,534187,2021-11-25,200,200,,,,,,,,2021-11-25 22:00:00,2021-11-25 22:00:00,15,,1036
211,827989,534187,2021-12-03,200,200,,,,,,,,2021-12-03 22:00:00,2021-12-03 22:00:00,31,,1036
212,827989,534187,2021-12-04,200,200,,,,,,,,2021-12-04 22:00:00,2021-12-04 22:00:00,98,,1036
213,827989,534187,2021-12-08,200,200,,,,,,,,2021-12-08 22:00:00,2021-12-08 22:00:00,84,,1036
214,827989,534187,2021-12-13,200,200,,,,,,,,2021-12-13 22:00:00,2021-12-13 22:00:00,15,,1036
215,826454,563542,2021-09-30,200,200,,,,,,,,2021-09-30 21:00:00,2021-09-30 21:00:00,60,,1036
216,826454,563542,2021-10-01,200,200,,,,,,,,2021-10-01 21:00:00,2021-10-01 21:00:00,45,,1036
217,826454,563542,2021-10-02,200,200,,,,,,,,2021-10-02 21:00:00,2021-10-02 21:00:00,73,,1036
218,826454,563542,2021-10-03,200,200,,,,,,,,2021-10-03 21:00:00,2021-10-03 21:00:00,44,,1036
219,826454,563542,2021-10-06,200,200,,,,,,,,2021-10-06 21:00:00,2021-10-06 21:00:00,42,,1036
220,826454,563542,2021-10-07,200,200,,,,,,,,2021-10-07 21:00:00,2021-10-07 21:00:00,62,,1036
221,826454,563542,2021-10-08,200,200,,,,,,,,2021-10-08 21:00:00,2021-10-08 21:00:00,31,,1036
222,826454,563542,2021-10-09,200,200,,,,,,,,2021-10-09 21:00:00,2021-10-09 21:00:00,31,,1036
223,826454,563542,2021-10-11,200,200,,,,,,,,2021-10-11 21:00:00,2021-10-11 21:00:00,21,,1036
224,826454,563542,2021-10-12,200,200,,,,,,,,2021-10-12 21:00:00,2021-10-12 21:00:00,18,,1036
225,826454,563542,2021-10-13,200,200,,,,,,,,2021-10-13 21:00:00,2021-10-13 21:00:00,22,,1036
226,826454,563542,2021-10-15,200,200,,,,,,,,2021-10-15 21:00:00,2021-10-15 21:00:00,11,,1036
227,826454,563542,2021-10-17,200,200,,,,,,,,2021-10-17 21:00:00,2021-10-17 21:00:00,14,,1036
228,826454,563542,2021-10-18,200,200,,,,,,,,2021-10-18 21:00:00,2021-10-18 21:00:00,23,,1036
229,826454,563542,2021-10-19,200,200,,,,,,,,2021-10-19 21:00:00,2021-10-19 21:00:00,64,,1036
230,826454,563542,2021-10-20,200,200,,,,,,,,2021-10-20 21:00:00,2021-10-20 21:00:00,25,,1036
231,826454,563542,2021-10-21,200,200,,,,,,,,2021-10-21 21:00:00,2021-10-21 21:00:00,21,,1036
232,826454,563542,2021-10-22,200,200,,,,,,,,2021-10-22 21:00:00,2021-10-22 21:00:00,21,,1036
233,826454,563542,2021-10-23,200,200,,,,,,,,2021-10-23 21:00:00,2021-10-23 21:00:00,64,,1036
234,826454,563542,2021-10-25,200,200,,,,,,,,2021-10-25 21:00:00,2021-10-25 21:00:00,82,,1036
235,826454,563542,2021-10-26,200,200,,,,,,,,2021-10-26 21:00:00,2021-10-26 21:00:00,98,,1036
236,826454,563542,2021-10-27,200,200,,,,,,,,2021-10-27 21:00:00,2021-10-27 21:00:00,99,,1036
237,826454,563542,2021-10-28,200,200,,,,,,,,2021-10-28 21:00:00,2021-10-28 21:00:00,11,,1036
