YouthEducationStatusID,EnrollmentID,PersonalID,InformationDate,CurrentSchoolAttend,MostRecentEdStatus,CurrentEdStatus,DataCollectionStage,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
838091_1,838091,685174,2022-01-21,,,,1,2022-01-24 16:21:11,2022-02-09 14:20:58,27,,MERGED-ID
838091_3,838091,685174,2022-01-25,,,,3,2022-01-24 16:21:11,2022-02-09 14:20:58,27,,MERGED-ID
856556_1,856556,685174,2022-07-13,,,,1,2022-07-15 16:14:59,2022-07-15 16:21:29,27,,MERGED-ID
856556_3,856556,685174,2022-07-13,,,,3,2022-07-15 16:14:59,2022-07-15 16:21:29,27,,MERGED-ID
857524_1,857524,685174,2022-07-19,,,,1,2022-07-26 13:15:39,2022-08-01 16:21:28,27,,MERGED-ID
857524_3,857524,685174,2022-07-28,,,,3,2022-07-26 13:15:39,2022-08-01 16:21:28,27,,MERGED-ID
844185_1,844185,685674,2022-03-17,,,,1,2022-03-17 13:53:52,2022-03-21 13:04:58,27,,MERGED-ID
844185_3,844185,685674,2022-03-19,,,,3,2022-03-17 13:53:52,2022-03-21 13:04:58,27,,MERGED-ID
851306_1,851306,685749,2022-05-25,,,,1,2022-05-26 09:50:30,2022-06-16 10:41:58,30,,MERGED-ID
851306_3,851306,685749,2022-05-25,,,,3,2022-05-26 09:50:30,2022-06-16 10:41:58,30,,MERGED-ID
839665_1,839665,685846,2022-02-02,,,,1,2022-02-03 15:58:29,2022-07-11 08:37:36,30,,MERGED-ID
839665_3,839665,685846,2022-03-26,,,,3,2022-02-03 15:58:29,2022-07-11 08:37:36,30,,MERGED-ID
824180_1,824180,686916,2021-09-08,,,,1,2021-09-09 10:06:13,2021-10-01 09:19:00,28,,MERGED-ID
824180_3,824180,686916,2021-10-01,,,,3,2021-09-09 10:06:13,2021-10-01 09:19:00,28,,MERGED-ID
838548_1,838548,686916,2022-01-25,,,,1,2022-01-26 16:02:08,2022-02-08 15:29:07,27,,MERGED-ID
838548_3,838548,686916,2022-01-31,,,,3,2022-01-26 16:02:08,2022-02-08 15:29:07,27,,MERGED-ID
856530_1,856530,687407,2022-07-12,,,,1,2022-07-15 14:15:10,2022-07-15 14:15:58,27,,MERGED-ID
856530_3,856530,687407,2022-07-12,,,,3,2022-07-15 14:15:10,2022-07-15 14:15:58,27,,MERGED-ID
853546_1,853546,688600,2022-05-25,,,,1,2022-06-16 10:26:47,2022-06-16 10:39:56,30,,MERGED-ID
853546_3,853546,688600,2022-05-25,,,,3,2022-06-16 10:26:47,2022-06-16 10:39:56,30,,MERGED-ID
836039_1,836039,694520,2022-01-06,,,,1,2022-01-07 08:58:49,2022-02-09 14:17:40,27,,MERGED-ID
836039_3,836039,694520,2022-01-08,,,,3,2022-01-07 08:58:49,2022-02-09 14:17:40,27,,MERGED-ID
840207_1,840207,694520,2022-01-26,,,,1,2022-02-08 17:14:13,2022-03-14 17:56:08,27,,MERGED-ID
840207_3,840207,694520,2022-03-11,,,,3,2022-02-08 17:14:13,2022-03-14 17:56:08,27,,MERGED-ID
840183_1,840183,694531,2022-01-22,,,,1,2022-02-08 14:59:30,2022-02-08 15:11:54,27,,MERGED-ID
840183_3,840183,694531,2022-01-25,,,,3,2022-02-08 14:59:30,2022-02-08 15:11:54,27,,MERGED-ID
851878_1,851878,694531,2022-06-01,,,,1,2022-06-02 12:46:41,2022-07-26 12:26:59,27,,MERGED-ID
851878_3,851878,694531,2022-07-24,,,,3,2022-06-02 12:46:41,2022-07-26 12:26:59,27,,MERGED-ID
837181_1,837181,694982,2022-01-07,,,,1,2022-01-16 12:32:35,2022-02-09 14:15:21,27,,MERGED-ID
837181_3,837181,694982,2022-01-08,,,,3,2022-01-16 12:32:35,2022-02-09 14:15:21,27,,MERGED-ID
840221_1,840221,694988,2022-01-26,,,,1,2022-02-08 19:22:26,2022-02-08 19:26:44,27,,MERGED-ID
840221_3,840221,694988,2022-01-31,,,,3,2022-02-08 19:22:26,2022-02-08 19:26:44,27,,MERGED-ID
840222_1,840222,694988,2022-02-01,,,,1,2022-02-08 19:35:19,2022-02-08 19:36:30,27,,MERGED-ID
840222_3,840222,694988,2022-02-04,,,,3,2022-02-08 19:35:19,2022-02-08 19:36:30,27,,MERGED-ID
840223_1,840223,694988,2022-02-05,,,,1,2022-02-08 19:43:18,2022-03-02 14:57:20,27,,MERGED-ID
840223_3,840223,694988,2022-02-23,,,,3,2022-02-08 19:43:18,2022-03-02 14:57:20,27,,MERGED-ID
838124_1,838124,694989,2022-01-20,,,,1,2022-01-24 17:47:35,2022-02-08 15:32:11,27,,MERGED-ID
838124_3,838124,694989,2022-01-24,,,,3,2022-01-24 17:47:35,2022-02-08 15:32:11,27,,MERGED-ID
840194_1,840194,694989,2022-01-29,,,,1,2022-02-08 15:32:44,2022-02-08 15:34:41,27,,MERGED-ID
840194_3,840194,694989,2022-01-31,,,,3,2022-02-08 15:32:44,2022-02-08 15:34:41,27,,MERGED-ID
840196_1,840196,694989,2022-02-01,,,,1,2022-02-08 15:35:51,2022-02-08 15:35:51,27,,MERGED-ID
838121_1,838121,695382,2022-01-20,,,,1,2022-01-24 17:40:02,2022-02-08 19:12:42,27,,MERGED-ID
838121_3,838121,695382,2022-01-21,,,,3,2022-01-24 17:40:02,2022-02-08 19:12:42,27,,MERGED-ID
840219_1,840219,695382,2022-01-22,,,,1,2022-02-08 19:13:45,2022-03-14 16:58:46,27,,MERGED-ID
840219_3,840219,695382,2022-03-11,,,,3,2022-02-08 19:13:45,2022-03-14 16:58:46,27,,MERGED-ID
838126_1,838126,695384,2022-01-20,,,,1,2022-01-24 18:01:29,2022-02-18 09:46:41,27,,MERGED-ID
838126_3,838126,695384,2022-01-29,,,,3,2022-01-24 18:01:29,2022-02-18 09:46:41,27,,MERGED-ID
840177_1,840177,695384,2022-01-30,,,,1,2022-02-08 14:49:25,2022-02-08 14:51:01,27,,MERGED-ID
840177_3,840177,695384,2022-01-31,,,,3,2022-02-08 14:49:25,2022-02-08 14:51:01,27,,MERGED-ID
841343_1,841343,695384,2022-02-11,,,,1,2022-02-18 09:28:38,2022-02-18 09:31:26,27,,MERGED-ID
841343_3,841343,695384,2022-02-17,,,,3,2022-02-18 09:28:38,2022-02-18 09:31:26,27,,MERGED-ID
845424_1,845424,695557,2022-03-28,,,,1,2022-03-29 15:05:30,2022-03-29 15:05:30,27,,MERGED-ID
838661_1,838661,695574,2022-01-26,,,,1,2022-01-27 11:40:14,2022-01-31 19:10:03,27,,MERGED-ID
838661_3,838661,695574,2022-01-26,,,,3,2022-01-27 11:40:14,2022-01-31 19:10:03,27,,MERGED-ID
839217_1,839217,695756,2022-01-30,,,,1,2022-01-31 19:15:13,2022-03-02 15:41:01,27,,MERGED-ID
839217_3,839217,695756,2022-02-14,,,,3,2022-01-31 19:15:13,2022-03-02 15:41:01,27,,MERGED-ID
842577_1,842577,695756,2022-02-14,,,,1,2022-03-02 15:41:54,2022-03-02 15:43:56,27,,MERGED-ID
842577_3,842577,695756,2022-02-24,,,,3,2022-03-02 15:41:54,2022-03-02 15:43:56,27,,MERGED-ID
839218_1,839218,695757,2022-01-30,,,,1,2022-01-31 19:26:02,2022-01-31 19:29:54,27,,MERGED-ID
839218_3,839218,695757,2022-01-31,,,,3,2022-01-31 19:26:02,2022-01-31 19:29:54,27,,MERGED-ID
839464_1,839464,695870,2022-01-27,,,,1,2022-02-02 14:26:32,2022-07-11 08:40:08,30,,MERGED-ID
839464_3,839464,695870,2022-01-28,,,,3,2022-02-02 14:26:32,2022-07-11 08:40:08,30,,MERGED-ID
839475_1,839475,695875,2022-02-01,,,,1,2022-02-02 15:39:19,2022-03-10 09:52:37,27,,MERGED-ID
839475_3,839475,695875,2022-03-08,,,,3,2022-02-02 15:39:19,2022-03-10 09:52:37,27,,MERGED-ID
839662_1,839662,695948,2022-02-02,,,,1,2022-02-03 15:50:25,2022-07-11 08:42:42,30,,MERGED-ID
839662_3,839662,695948,2022-02-15,,,,3,2022-02-03 15:50:25,2022-07-11 08:42:42,30,,MERGED-ID
839670_1,839670,695951,2022-02-03,,,,1,2022-02-03 16:11:54,2022-04-01 13:45:15,27,,MERGED-ID
839670_3,839670,695951,2022-03-31,,,,3,2022-02-03 16:11:54,2022-04-01 13:45:15,27,,MERGED-ID
840070_1,840070,696110,2022-02-04,,,,1,2022-02-08 09:36:10,2022-02-08 09:41:42,27,,MERGED-ID
840070_3,840070,696110,2022-02-07,,,,3,2022-02-08 09:36:10,2022-02-08 09:41:42,27,,MERGED-ID
840188_1,840188,696147,2022-01-21,,,,1,2022-02-08 15:16:28,2022-02-08 15:23:14,27,,MERGED-ID
840188_3,840188,696147,2022-01-22,,,,3,2022-02-08 15:16:28,2022-02-08 15:23:14,27,,MERGED-ID
840204_1,840204,696151,2022-02-03,,,,1,2022-02-08 16:40:55,2022-07-11 08:54:29,30,,MERGED-ID
840204_3,840204,696151,2022-02-27,,,,3,2022-02-08 16:40:55,2022-07-11 08:54:29,30,,MERGED-ID
840756_3,840756,696384,2022-02-13,,,,3,2022-02-14 09:36:56,2022-02-14 09:41:20,27,,MERGED-ID
840756_1,840756,696384,2022-02-13,,,,1,2022-02-14 09:36:56,2022-02-14 09:41:20,27,,MERGED-ID
841404_1,841404,696384,2022-02-14,,,,1,2022-02-18 13:39:36,2022-02-18 13:40:39,27,,MERGED-ID
841404_3,841404,696384,2022-02-15,,,,3,2022-02-18 13:39:36,2022-02-18 13:40:39,27,,MERGED-ID
845976_1,845976,696385,2022-02-10,,,,1,2022-04-01 13:50:36,2022-04-01 14:06:00,27,,MERGED-ID
845976_3,845976,696385,2022-03-31,,,,3,2022-04-01 13:50:36,2022-04-01 14:06:00,27,,MERGED-ID
841353_1,841353,696593,2022-02-14,,,,1,2022-02-18 09:36:08,2022-04-07 14:07:07,27,,MERGED-ID
841353_3,841353,696593,2022-04-01,,,,3,2022-02-18 09:36:08,2022-04-07 14:07:07,27,,MERGED-ID
841650_1,841650,696697,2022-02-19,,,,1,2022-02-22 09:46:33,2022-02-22 10:26:18,27,,MERGED-ID
841650_3,841650,696697,2022-02-21,,,,3,2022-02-22 09:46:33,2022-02-22 10:26:18,27,,MERGED-ID
841673_3,841673,696708,2022-02-20,,,,3,2022-02-22 11:18:50,2022-02-22 11:24:50,27,,MERGED-ID
841673_1,841673,696708,2022-02-20,,,,1,2022-02-22 11:18:50,2022-02-22 11:24:50,27,,MERGED-ID
841675_1,841675,696711,2022-02-22,,,,1,2022-02-22 11:31:37,2022-07-11 08:32:44,30,,MERGED-ID
841675_3,841675,696711,2022-02-22,,,,3,2022-02-22 11:31:37,2022-07-11 08:32:44,30,,MERGED-ID
841814_1,841814,696763,2022-02-21,,,,1,2022-02-23 10:17:36,2022-06-24 11:48:58,30,,MERGED-ID
841814_3,841814,696763,2022-03-04,,,,3,2022-02-23 10:17:36,2022-06-24 11:48:58,30,,MERGED-ID
853529_3,853529,696920,2022-06-03,,,,3,2022-06-16 09:36:24,2022-07-11 08:31:27,30,,MERGED-ID
853529_1,853529,696920,2022-06-03,,,,1,2022-06-16 09:36:24,2022-07-11 08:31:27,30,,MERGED-ID
842571_1,842571,696926,2022-02-28,,,,1,2022-03-02 14:23:18,2022-03-21 13:23:51,27,,MERGED-ID
842571_3,842571,696926,2022-03-16,,,,3,2022-03-02 14:23:18,2022-03-21 13:23:51,27,,MERGED-ID
842572_1,842572,696927,2022-02-28,,,,1,2022-03-02 14:23:18,2022-03-21 13:23:52,27,,MERGED-ID
842572_3,842572,696927,2022-03-16,,,,3,2022-03-02 14:23:18,2022-03-21 13:23:52,27,,MERGED-ID
848801_1,848801,696927,2022-04-24,,,,1,2022-04-29 10:15:07,2022-07-11 08:49:02,30,,MERGED-ID
848801_3,848801,696927,2022-04-25,,,,3,2022-04-29 10:15:07,2022-07-11 08:49:02,30,,MERGED-ID
842566_1,842566,697091,2022-02-23,,,,1,2022-03-02 13:45:59,2022-03-14 17:02:20,27,,MERGED-ID
842566_3,842566,697091,2022-03-07,,,,3,2022-03-02 13:45:59,2022-03-14 17:02:20,27,,MERGED-ID
844424_1,844424,697091,2022-03-17,,,,1,2022-03-21 10:40:55,2022-03-21 13:00:11,27,,MERGED-ID
844424_3,844424,697091,2022-03-18,,,,3,2022-03-21 10:40:55,2022-03-21 13:00:11,27,,MERGED-ID
843150_1,843150,697341,2022-03-08,,,,1,2022-03-08 11:51:52,2022-03-24 13:40:51,27,,MERGED-ID
843150_3,843150,697341,2022-03-24,,,,3,2022-03-08 11:51:52,2022-03-24 13:40:51,27,,MERGED-ID
843559_1,843559,697513,2022-03-10,,,,1,2022-03-11 09:22:18,2022-03-21 13:25:40,27,,MERGED-ID
843559_3,843559,697513,2022-03-16,,,,3,2022-03-11 09:22:18,2022-03-21 13:25:40,27,,MERGED-ID
844972_1,844972,697554,2022-03-23,,,,1,2022-03-24 13:12:31,2022-03-24 13:21:04,27,,MERGED-ID
844972_3,844972,697554,2022-03-24,,,,3,2022-03-24 13:12:31,2022-03-24 13:21:04,27,,MERGED-ID
845029_1,845029,697554,2022-03-24,,,,1,2022-03-25 08:56:57,2022-05-16 09:07:14,27,,MERGED-ID
845029_3,845029,697554,2022-05-13,,,,3,2022-03-25 08:56:57,2022-05-16 09:07:14,27,,MERGED-ID
843755_1,843755,697568,2022-03-11,,,,1,2022-03-14 13:16:43,2022-03-21 13:27:02,27,,MERGED-ID
843755_3,843755,697568,2022-03-16,,,,3,2022-03-14 13:16:43,2022-03-21 13:27:02,27,,MERGED-ID
843773_1,843773,697598,2022-03-12,,,,1,2022-03-14 14:00:27,2022-05-23 08:07:29,27,,MERGED-ID
843773_3,843773,697598,2022-05-16,,,,3,2022-03-14 14:00:27,2022-05-23 08:07:29,27,,MERGED-ID
844158_1,844158,697753,2022-03-16,,,,1,2022-03-17 12:52:26,2022-04-18 16:57:49,27,,MERGED-ID
844158_3,844158,697753,2022-04-17,,,,3,2022-03-17 12:52:26,2022-04-18 16:57:49,27,,MERGED-ID
844399_1,844399,697857,2022-03-17,,,,1,2022-03-21 09:34:59,2022-03-22 11:32:19,27,,MERGED-ID
844399_3,844399,697857,2022-03-21,,,,3,2022-03-21 09:34:59,2022-03-22 11:32:19,27,,MERGED-ID
844976_1,844976,697857,2022-03-22,,,,1,2022-03-24 13:25:28,2022-03-24 13:30:55,27,,MERGED-ID
844976_3,844976,697857,2022-03-23,,,,3,2022-03-24 13:25:28,2022-03-24 13:30:55,27,,MERGED-ID
853532_1,853532,697857,2022-06-04,,,,1,2022-06-16 09:41:19,2022-07-11 08:53:07,30,,MERGED-ID
853532_3,853532,697857,2022-06-05,,,,3,2022-06-16 09:41:19,2022-07-11 08:53:07,30,,MERGED-ID
844989_1,844989,698097,2022-03-24,,,,1,2022-03-24 14:16:10,2022-04-29 14:27:01,27,,MERGED-ID
844989_3,844989,698097,2022-04-28,,,,3,2022-03-24 14:16:10,2022-04-29 14:27:01,27,,MERGED-ID
846696_1,846696,698300,2022-03-28,,,,1,2022-04-07 14:12:31,2022-04-07 14:16:17,27,,MERGED-ID
846696_3,846696,698300,2022-04-06,,,,3,2022-04-07 14:12:31,2022-04-07 14:16:17,27,,MERGED-ID
850312_1,850312,698310,2022-03-25,,,,1,2022-05-16 13:28:41,2022-05-16 13:33:22,27,,MERGED-ID
850312_3,850312,698310,2022-05-12,,,,3,2022-05-16 13:28:41,2022-05-16 13:33:22,27,,MERGED-ID
845526_1,845526,698368,2022-03-26,,,,1,2022-03-30 10:48:56,2022-04-29 13:24:23,27,,MERGED-ID
845526_3,845526,698368,2022-04-03,,,,3,2022-03-30 10:48:56,2022-04-29 13:24:23,27,,MERGED-ID
848829_1,848829,698368,2022-04-04,,,,1,2022-04-29 13:33:28,2022-04-29 13:34:56,27,,MERGED-ID
848829_3,848829,698368,2022-04-12,,,,3,2022-04-29 13:33:28,2022-04-29 13:34:56,27,,MERGED-ID
845969_1,845969,698521,2022-04-01,,,,1,2022-04-01 13:29:06,2022-07-11 08:41:16,30,,MERGED-ID
845969_3,845969,698521,2022-04-02,,,,3,2022-04-01 13:29:06,2022-07-11 08:41:16,30,,MERGED-ID
846699_1,846699,698837,2022-04-04,,,,1,2022-04-07 14:22:35,2022-04-07 14:35:11,27,,MERGED-ID
846699_3,846699,698837,2022-04-07,,,,3,2022-04-07 14:22:35,2022-04-07 14:35:11,27,,MERGED-ID
846702_1,846702,698838,2022-04-04,,,,1,2022-04-07 14:43:50,2022-04-29 10:43:54,27,,MERGED-ID
846702_3,846702,698838,2022-04-29,,,,3,2022-04-07 14:43:50,2022-04-29 10:43:54,27,,MERGED-ID
847119_1,847119,699042,2022-04-08,,,,1,2022-04-12 10:40:05,2022-05-23 08:12:33,27,,MERGED-ID
847119_3,847119,699042,2022-05-17,,,,3,2022-04-12 10:40:05,2022-05-23 08:12:33,27,,MERGED-ID
848806_1,848806,699907,2022-04-26,,,,1,2022-04-29 10:26:00,2022-05-16 13:36:45,27,,MERGED-ID
848806_3,848806,699907,2022-05-13,,,,3,2022-04-29 10:26:00,2022-05-16 13:36:45,27,,MERGED-ID
848813_1,848813,699912,2022-04-28,,,,1,2022-04-29 11:18:38,2022-06-22 10:59:40,30,,MERGED-ID
848813_3,848813,699912,2022-06-22,,,,3,2022-04-29 11:18:38,2022-06-22 10:59:40,30,,MERGED-ID
848815_1,848815,699915,2022-04-28,,,,1,2022-04-29 11:28:41,2022-05-05 08:44:18,27,,MERGED-ID
848815_3,848815,699915,2022-05-02,,,,3,2022-04-29 11:28:41,2022-05-05 08:44:18,27,,MERGED-ID
848831_1,848831,699923,2022-04-12,,,,1,2022-04-29 13:55:01,2022-04-29 14:05:48,27,,MERGED-ID
848831_3,848831,699923,2022-04-13,,,,3,2022-04-29 13:55:01,2022-04-29 14:05:48,27,,MERGED-ID
848945_1,848945,699996,2022-05-01,,,,1,2022-05-02 13:01:25,2022-05-02 13:16:51,27,,MERGED-ID
848945_3,848945,699996,2022-05-02,,,,3,2022-05-02 13:01:25,2022-05-02 13:16:51,27,,MERGED-ID
856557_1,856557,699996,2022-07-15,,,,1,2022-07-15 16:23:06,2022-07-26 12:23:34,27,,MERGED-ID
856557_3,856557,699996,2022-07-21,,,,3,2022-07-15 16:23:06,2022-07-26 12:23:34,27,,MERGED-ID
848949_1,848949,700003,2022-04-13,,,,1,2022-05-02 13:23:55,2022-05-02 13:37:41,27,,MERGED-ID
848949_3,848949,700003,2022-05-02,,,,3,2022-05-02 13:23:55,2022-05-02 13:37:41,27,,MERGED-ID
849658_1,849658,700356,2022-05-06,,,,1,2022-05-09 13:10:14,2022-05-16 13:47:16,27,,MERGED-ID
849658_3,849658,700356,2022-05-13,,,,3,2022-05-09 13:10:14,2022-05-16 13:47:16,27,,MERGED-ID
849849_1,849849,700361,2022-05-09,,,,1,2022-05-10 15:44:41,2022-06-16 14:02:27,30,,MERGED-ID
849849_3,849849,700361,2022-05-09,,,,3,2022-05-10 15:44:41,2022-06-16 14:02:27,30,,MERGED-ID
