InventoryID,ProjectID,CoCCode,HouseholdType,Availability,UnitInventory,BedInventory,CHVetBedInventory,YouthVetBedInventory,VetBedInventory,CHYouthBedInventory,YouthBedInventory,CHBedInventory,OtherBedInventory,ESBedType,InventoryStartDate,InventoryEndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
2748,1060,XX-501,1,,0,0,0,0,0,0,0,0,0,,2020-01-28,2020-01-30,2020-06-30 16:18:12,2021-01-10 13:59:17,23,,MERGED-ID
4215,1060,XX-501,3,,0,0,0,0,0,0,0,0,0,,2020-10-01,2021-01-26,2021-11-16 14:46:47,2021-11-16 14:46:47,29,,MERGED-ID
3662,1060,XX-501,1,,0,0,0,0,0,0,0,0,0,,2021-01-27,2021-01-28,2021-05-18 12:12:11,2021-05-18 12:12:11,27,,MERGED-ID
4216,1060,XX-501,3,,1,2,0,0,0,0,0,0,2,,2021-01-29,2021-09-30,2021-11-16 14:47:19,2022-01-26 13:47:17,27,,MERGED-ID
4217,1060,XX-501,1,,0,4,0,0,0,0,0,0,4,,2020-10-01,2021-01-26,2021-11-16 14:48:02,2022-01-26 13:47:00,27,,MERGED-ID
3663,1060,XX-501,3,,0,0,0,0,0,0,0,0,0,,2021-01-27,2021-01-28,2021-05-18 12:12:25,2021-05-18 12:12:25,27,,MERGED-ID
3230,1060,XX-501,1,,0,0,0,0,0,0,0,0,0,,2019-10-01,2020-01-27,2020-10-26 08:19:54,2021-01-10 13:59:08,23,,MERGED-ID
1550,780,XX-501,1,,0,11,0,0,0,0,0,11,0,,2017-01-25,2020-01-27,2017-03-16 10:07:01,2021-01-10 13:19:27,23,,MERGED-ID
2711,780,XX-501,1,,0,20,0,0,0,0,0,20,0,,2020-01-28,2021-01-26,2020-06-29 15:21:46,2022-01-27 06:40:38,27,,MERGED-ID
4334,780,XX-501,1,,0,20,0,0,0,0,0,20,0,,2021-01-27,,2022-01-27 06:41:00,2022-01-27 06:41:33,27,,MERGED-ID
3167,1428,XX-501,3,,3,11,0,0,0,0,0,0,11,,2020-01-31,2020-09-30,2020-10-23 15:03:33,2020-10-23 15:03:33,27,,MERGED-ID
2698,1428,XX-501,3,,3,9,0,0,0,0,0,0,9,,2020-01-28,2020-01-30,2020-06-23 16:15:31,2021-01-10 13:07:01,23,,MERGED-ID
2699,1428,XX-501,1,,0,1,0,0,0,0,0,0,1,,2020-01-28,2020-01-30,2020-06-23 16:16:05,2021-01-10 13:07:12,23,,MERGED-ID
3619,1428,XX-501,1,,0,5,0,0,0,0,0,0,5,,2021-01-27,2021-01-28,2021-05-18 11:44:01,2021-09-04 14:30:23,29,,MERGED-ID
3164,1428,XX-501,1,,0,3,0,0,0,0,0,0,3,,2019-10-01,2020-01-27,2020-10-23 15:02:05,2021-01-10 13:06:54,23,,MERGED-ID
3166,1428,XX-501,1,,0,3,0,0,0,0,0,0,3,,2020-01-31,2020-09-30,2020-10-23 15:03:07,2020-10-23 15:03:07,27,,MERGED-ID
3165,1428,XX-501,3,,3,11,0,0,0,0,0,0,11,,2019-10-01,2020-01-27,2020-10-23 15:02:33,2021-01-10 13:06:43,23,,MERGED-ID
4151,1428,XX-501,1,,0,5,0,0,0,0,0,0,5,,2021-01-29,2021-09-30,2021-11-16 13:35:20,2021-11-16 13:35:20,29,,MERGED-ID
4150,1428,XX-501,1,,0,5,0,0,0,0,0,0,5,,2020-10-01,2021-01-26,2021-11-16 13:34:36,2021-11-16 13:34:36,29,,MERGED-ID
3620,1428,XX-501,3,,1,4,0,0,0,0,0,0,4,,2021-01-27,2021-01-28,2021-05-18 11:44:21,2021-05-18 11:44:21,27,,MERGED-ID
4149,1428,XX-501,3,,1,4,0,0,0,0,0,0,4,,2021-01-29,2021-09-30,2021-11-16 13:33:56,2021-11-16 13:33:56,29,,MERGED-ID
4148,1428,XX-501,3,,1,4,0,0,0,0,0,0,4,,2020-10-01,2021-01-26,2021-11-16 13:33:02,2021-11-16 13:33:02,29,,MERGED-ID
2362,388,XX-501,3,,10,32,0,0,0,0,0,0,32,,2019-02-06,2021-01-26,2019-04-25 22:22:39,2021-05-18 11:55:14,27,,MERGED-ID
3639,388,XX-501,3,,5,17,0,0,0,0,0,0,17,,2021-01-27,,2021-05-18 11:55:41,2021-05-18 11:55:41,27,,MERGED-ID
3640,388,XX-501,1,,0,15,0,0,0,0,0,0,15,,2021-01-27,,2021-05-18 11:56:02,2021-05-18 11:56:02,27,,MERGED-ID
2737,93,XX-501,3,1,6,25,0,0,0,0,0,0,25,1,2020-01-28,2021-01-26,2020-06-30 15:14:40,2021-05-17 12:13:56,27,,MERGED-ID
3508,93,XX-501,1,1,0,60,0,0,0,0,0,0,60,1,2021-01-27,,2021-05-17 12:14:17,2022-01-25 17:13:12,27,,MERGED-ID
2375,93,XX-501,3,1,6,20,0,0,0,0,0,0,20,1,2019-02-06,2020-01-27,2019-04-26 07:28:55,2021-01-10 13:51:41,23,,MERGED-ID
2738,93,XX-501,1,1,0,36,0,0,0,0,0,0,36,1,2020-01-28,2021-01-26,2020-06-30 15:17:18,2021-05-17 12:13:50,27,,MERGED-ID
2376,93,XX-501,1,1,0,39,0,0,0,0,0,0,39,1,2019-02-06,2020-01-27,2019-04-26 07:30:04,2021-01-10 13:51:51,23,,MERGED-ID
