"AssessmentQuestionID","AssessmentID","EnrollmentID","PersonalID","AssessmentQuestionGroup","AssessmentQuestionOrder","AssessmentQuestion","AssessmentAnswer","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
95310_198630_37,95310_198630,198630,114450,,37,c_add_boston_nights_sheltered_pathways,245,2024-02-13 18:00:39,2024-02-13 18:00:39,899,,8251
95310_198630_38,95310_198630,198630,114450,,38,c_boston_homeless_nights_outside_wiw,257,2024-02-13 18:00:39,2024-02-13 18:00:39,899,,8251
95310_198630_39,95310_198630,198630,114450,,39,c_add_boston_nights_outside_pathways,113,2024-02-13 18:00:39,2024-02-13 18:00:39,899,,8251
95310_198630_40,95310_198630,198630,114450,,40,c_pathways_nights_sheltered_warehouse_added_total,899,2024-02-13 18:00:39,2024-02-13 18:00:39,899,,8251
95310_198630_41,95310_198630,198630,114450,,41,c_pathways_nights_unsheltered_warehouse_added_total,370,2024-02-13 18:00:39,2024-02-13 18:00:39,899,,8251
95310_198630_42,95310_198630,198630,114450,,42,c_new_boston_homeless_nights_total,1269,2024-02-13 18:00:39,2024-02-13 18:00:39,899,,8251
95310_198630_43,95310_198630,198630,114450,,43,c_pathways_paper_Y_N,,2024-02-13 18:00:39,2024-02-13 18:00:39,899,,8251
95310_198630_44,95310_198630,198630,114450,,44,c_pathways_paper_assessor_name,,2024-02-13 18:00:39,2024-02-13 18:00:39,899,,8251
95310_198630_45,95310_198630,198630,114450,,45,c_pathways_paper_date,,2024-02-13 18:00:39,2024-02-13 18:00:39,899,,8251
111612_198621_1,111612_198621,198621,107418,,1,assessment_date,2024-09-17,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_2,111612_198621,198621,107418,,2,assessment_location,14,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_3,111612_198621,198621,107418,,3,assessment_type,2,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_4,111612_198621,198621,107418,,4,assessment_level,2,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_5,111612_198621,198621,107418,,5,c_housing_assessment_name,3,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_6,111612_198621,198621,107418,,6,c_pathways_assessing_agency,5,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_7,111612_198621,198621,107418,,7,c_share_permission,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_8,111612_198621,198621,107418,,8,c_casemanager_contacts,No,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_9,111612_198621,198621,107418,,9,c_hang_outs_day,No,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_10,111612_198621,198621,107418,,10,c_hang_outs_night,No,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_11,111612_198621,198621,107418,,11,c_other_method_contacts,No,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_12,111612_198621,198621,107418,,12,c_pathways_Household_size,2,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_13,111612_198621,198621,107418,,13,c_pathway_pregnant_parentingchild,1,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_14,111612_198621,198621,107418,,14,c_pathways_adult_couple_coordination_matching,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_15,111612_198621,198621,107418,,15,c_additional_household_members_coordination_warehouseID,,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_16,111612_198621,198621,107418,,16,c_singleadult_sro,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_17,111612_198621,198621,107418,,17,c_larger_room_size,2,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_18,111612_198621,198621,107418,,18,c_disability_accomodations,4,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_19,111612_198621,198621,107418,,19,c_interested_rrh,1,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_20,111612_198621,198621,107418,,20,c_pathways_barriers_yn,1,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_21,111612_198621,198621,107418,,21,c_pathways_barrier_meth,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_22,111612_198621,198621,107418,,22,c_pathways_barrier_PHAterm,1,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_23,111612_198621,198621,107418,,23,c_pathways_barrier_SORI,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_24,111612_198621,198621,107418,,24,c_pathways_barriers_other,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_25,111612_198621,198621,107418,,25,c_pathways_service_indicators,1,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_26,111612_198621,198621,107418,,26,c_pathways_service_indicators_shelter_restriction,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_27,111612_198621,198621,107418,,27,c_pathways_service_indicators_dangerous_weather,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_28,111612_198621,198621,107418,,28,c_pathways_service_indicators_Bostonhomeless_10years,1,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_29,111612_198621,198621,107418,,29,c_pathways_service_indicators_legal,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_30,111612_198621,198621,107418,,30,c_pathways_service_indicators_HUES,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_31,111612_198621,198621,107418,,31,c_pathways_service_indicators_highrisk_exploitative,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_32,111612_198621,198621,107418,,32,c_pathways_service_indicators_shelter_recidivism,1,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_33,111612_198621,198621,107418,,33,c_pathways_service_indicators_medical,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_34,111612_198621,198621,107418,,34,c_pathways_service_indicators_Sectioned,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_35,111612_198621,198621,107418,,35,c_pathways_first_date_homeless,,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_36,111612_198621,198621,107418,,36,c_boston_homeless_nights_sheltered_wiw,200,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_37,111612_198621,198621,107418,,37,c_add_boston_nights_sheltered_pathways,500,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_38,111612_198621,198621,107418,,38,c_boston_homeless_nights_outside_wiw,100,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_39,111612_198621,198621,107418,,39,c_add_boston_nights_outside_pathways,250,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_40,111612_198621,198621,107418,,40,c_pathways_nights_sheltered_warehouse_added_total,700,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_41,111612_198621,198621,107418,,41,c_pathways_nights_unsheltered_warehouse_added_total,350,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_42,111612_198621,198621,107418,,42,c_new_boston_homeless_nights_total,1050,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_43,111612_198621,198621,107418,,43,c_pathways_paper_Y_N,0,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_44,111612_198621,198621,107418,,44,c_pathways_paper_assessor_name,,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
111612_198621_45,111612_198621,198621,107418,,45,c_pathways_paper_date,,2024-09-17 11:59:46,2024-09-17 11:59:46,899,,8251
124098_198630_1,124098_198630,198630,114450,,1,assessment_date,2025-02-05,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_2,124098_198630,198630,114450,,2,assessment_location,2,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_3,124098_198630,198630,114450,,3,assessment_type,3,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_4,124098_198630,198630,114450,,4,assessment_level,2,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_5,124098_198630,198630,114450,,5,c_housing_assessment_name,3,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_6,124098_198630,198630,114450,,6,c_pathways_assessing_agency,4,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_7,124098_198630,198630,114450,,7,c_share_permission,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_8,124098_198630,198630,114450,,8,c_casemanager_contacts,No,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_9,124098_198630,198630,114450,,9,c_hang_outs_day,Maybe,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_10,124098_198630,198630,114450,,10,c_hang_outs_night,House,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_11,124098_198630,198630,114450,,11,c_other_method_contacts,call me,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_12,124098_198630,198630,114450,,12,c_pathways_Household_size,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_13,124098_198630,198630,114450,,13,c_pathway_pregnant_parentingchild,0,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
