RowTotal,Stat,ReturnTime,HHType,HHChronic,HHVet,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdult,HHChild,HHNoDOB,HHAdultAge,HHParent,ESTStatus,ESTGeography,ESTLivingSit,ESTDestination,ESTChronic,ESTVet,ESTDisability,ESTFleeingDV,ESTAC3Plus,ESTAdultAge,ESTParent,RRHStatus,RRHMoveIn,RRHGeography,RRHLivingSit,RRHDestination,RRHPreMoveInDays,RRHChronic,RRHVet,RRHDisability,RRHFleeingDV,RRHAC3Plus,RRHAdultAge,RRHParent,PSHStatus,PSHMoveIn,PSHGeography,PSHLivingSit,PSHDestination,PSHHousedDays,PSHChronic,PSHVet,PSHDisability,PSHFleeingDV,PSHAC3Plus,PSHAdultAge,PSHParent,ESDays,THDays,ESTDays,RRHPSHPreMoveInDays,RRHHousedDays,SystemDaysNotPSHHoused,SystemHomelessDays,Other3917Days,TotalHomelessDays,SystemPath,ESTAHAR,RRHAHAR,PSHAHAR,RRHSOStatus,RRHSOMoveIn,ReportID
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,547,547,7,30,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,547,547,7,90,90,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,30,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,547,547,30,365,365,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,0,3,410,-1,0,0,0,0,0,0,25,0,90,0,90,730,0,730,730,0,730,9,0,0,0,11,0,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,101,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,90,0,90,7,547,730,90,0,90,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,101,-1,30,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,7,547,547,30,180,180,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,101,-1,60,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,60,547,547,60,180,365,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,101,-1,60,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,180,0,180,0,547,730,180,90,365,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,101,-1,180,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,180,0,180,60,547,730,365,7,365,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,7,547,547,30,90,90,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,2,101,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,1095,1095,30,30,30,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,12,1,116,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,180,180,1,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,12,1,116,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,60,0,60,0,0,60,60,7,90,1,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,12,1,207,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,90,0,90,0,0,90,90,30,180,1,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,12,1,336,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,1095,1095,1,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,25,0,12,1,410,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,90,0,90,0,0,90,90,90,180,1,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,60,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,60,730,730,60,90,180,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,336,-1,30,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,547,547,30,0,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,1,0,0,55,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,0,2,101,-1,1095,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,180,0,180,1095,0,1095,1095,30,1095,5,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,3,2,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,101,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,60,547,547,90,30,90,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,4,1,0,0,24,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,335,-1,30,0,0,0,0,0,24,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,547,547,30,0,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,18,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,7,0,0,0,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,547,547,7,7,30,4,0,1,0,0,-1,310050732
2,5,-1,1,0,0,0,0,5,1,0,0,18,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,7,0,0,0,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,547,547,7,30,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,24,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,30,0,0,0,0,0,24,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,730,730,30,60,90,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,24,0,11,3,335,-1,0,0,0,0,0,24,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,730,730,0,0,730,730,0,730,2,1,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,0,3,207,-1,0,0,0,0,0,0,25,0,0,0,0,730,0,730,730,0,730,8,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,0,3,434,-1,0,0,0,0,0,0,25,0,0,0,0,730,0,730,730,0,730,8,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,0,2,116,-1,1095,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1095,0,1095,1095,547,1095,4,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,0,3,335,-1,730,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,730,0,730,730,0,730,4,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,0,3,336,-1,547,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,547,0,547,547,0,547,4,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,0,3,410,-1,547,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,547,0,547,547,0,547,4,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,0,3,410,-1,730,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,730,0,730,730,0,730,4,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,547,547,7,365,365,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,730,730,7,180,180,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,30,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,547,547,30,30,60,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,30,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,547,547,30,365,365,4,0,1,0,0,-1,310050732
2,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,2,101,-1,30,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,1095,1095,30,7,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,101,-1,0,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,547,547,0,30,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,101,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,547,547,7,60,60,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,101,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,547,547,7,180,180,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,101,-1,30,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,547,547,30,7,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,0,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,547,547,0,30,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,0,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,547,547,0,180,180,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,547,547,7,60,60,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,30,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,547,547,30,180,180,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,30,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,1094,1094,30,730,730,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,336,-1,30,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,547,547,30,0,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,2,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,60,0,60,90,0,180,180,0,180,12,0,0,0,11,0,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,0,3,335,-1,0,0,0,0,0,0,25,0,90,0,90,730,0,1094,1094,0,1094,9,0,0,0,11,0,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,0,3,440,-1,0,0,0,0,0,0,25,0,180,0,180,1095,0,1095,1095,0,1095,9,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,2,3,335,-1,24,0,0,0,0,0,25,0,30,0,30,0,0,30,30,0,30,-1,0,0,1,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,0,2,101,-1,1095,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,1095,0,1095,1095,30,1095,5,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,0,2,101,-1,1095,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,60,0,60,1095,0,1095,1095,7,1095,5,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,101,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,7,547,547,7,180,180,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,101,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,7,547,547,30,60,60,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,180,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,30,30,90,547,730,180,180,365,6,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,205,-1,60,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,30,730,730,60,180,180,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,547,547,30,60,60,5,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,0,3,410,-1,0,0,0,0,0,0,55,0,0,0,0,1094,0,1094,1094,0,1094,8,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,2,3,101,-1,120,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,2,3,314,-1,120,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,0,1,207,-1,547,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,547,0,547,547,0,547,4,0,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,60,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,60,547,547,60,365,365,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,30,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,547,547,30,30,60,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,1,0,0,55,0,11,3,335,-1,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,1095,1095,0,0,1095,1095,0,1095,2,1,0,0,0,-1,310050732
1,5,-1,1,0,0,0,0,5,2,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,0,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,547,547,0,365,365,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,15,1,0,0,18,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,3,116,-1,7,0,0,0,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,7,547,547,7,30,30,4,0,1,0,0,-1,310050732
1,5,-1,1,0,0,0,0,23,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,7,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,60,730,730,60,365,365,4,0,1,0,0,-1,310050732
