RowTotal,Cohort,Stat,ExitFrom,ExitTo,ReturnTime,HHType,HHVet,HHChronic,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdultAge,HHParent,AC3Plus,SystemPath,ReportID
3,-2,1,2,99,-1,1,0,4,0,0,3,25,0,0,1,310050732
2,-2,1,2,99,-1,1,0,4,0,0,3,55,0,0,1,310050732
4,-2,1,2,99,-1,1,0,4,0,0,5,25,0,0,1,310050732
1,-2,1,2,99,-1,1,0,4,0,0,5,55,0,0,1,310050732
2,-2,1,2,99,-1,1,0,4,0,1,3,25,0,0,1,310050732
3,-2,1,2,99,-1,1,0,4,0,1,5,25,0,0,1,310050732
1,-2,1,2,99,-1,1,0,4,0,2,3,25,0,0,1,310050732
3,-2,1,2,99,-1,1,0,4,0,2,5,25,0,0,1,310050732
1,-2,1,2,99,-1,1,1,0,0,0,3,55,0,0,1,310050732
1,-2,1,2,99,-1,1,1,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,99,-1,1,1,0,0,0,5,55,0,0,1,310050732
1,-2,1,2,99,-1,1,1,0,1,0,1,25,0,0,1,310050732
3,-2,1,2,99,-1,1,1,0,1,0,3,25,0,0,1,310050732
1,-2,1,2,99,-1,1,1,0,1,0,5,25,0,0,1,310050732
5,-2,1,2,99,-1,1,1,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,99,-1,1,1,0,1,1,34,55,0,0,1,310050732
1,-2,1,2,99,-1,1,1,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,99,-1,1,1,0,1,2,5,55,0,0,1,310050732
1,-2,1,2,99,-1,1,1,1,1,0,5,55,0,0,1,310050732
1,-2,1,2,99,-1,1,1,1,1,2,5,25,0,0,1,310050732
2,-2,1,2,99,-1,2,0,0,0,0,3,18,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,0,3,25,0,0,1,310050732
10,-2,1,2,99,-1,2,0,0,0,0,3,25,1,0,1,310050732
2,-2,1,2,99,-1,2,0,0,0,0,3,25,1,1,1,310050732
1,-2,1,2,99,-1,2,0,0,0,0,5,18,0,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,0,5,25,0,0,1,310050732
7,-2,1,2,99,-1,2,0,0,0,0,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,0,56,18,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,0,99,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,1,3,-1,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,1,3,24,1,0,1,310050732
2,-2,1,2,99,-1,2,0,0,0,1,3,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,1,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,1,5,25,1,1,1,310050732
1,-2,1,2,99,-1,2,0,0,0,1,35,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,1,56,24,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,1,56,25,1,1,1,310050732
1,-2,1,2,99,-1,2,0,0,0,2,3,24,1,0,1,310050732
2,-2,1,2,99,-1,2,0,0,0,2,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,0,2,5,25,1,1,1,310050732
1,-2,1,2,99,-1,2,0,0,0,2,23,25,1,1,1,310050732
1,-2,1,2,99,-1,2,0,0,0,2,35,25,1,0,1,310050732
2,-2,1,2,99,-1,2,0,0,1,0,3,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,1,0,3,25,1,1,1,310050732
1,-2,1,2,99,-1,2,0,0,1,0,5,18,1,0,1,310050732
3,-2,1,2,99,-1,2,0,0,1,0,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,1,0,56,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,1,1,3,25,0,0,1,310050732
1,-2,1,2,99,-1,2,0,0,1,1,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,1,1,56,25,1,1,1,310050732
3,-2,1,2,99,-1,2,0,0,1,2,3,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,1,2,5,24,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,1,2,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,0,1,2,45,25,0,0,1,310050732
1,-2,1,2,99,-1,2,0,1,1,1,3,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,1,1,1,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,4,0,0,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,4,0,1,3,25,1,0,1,310050732
1,-2,1,2,99,-1,2,0,4,1,2,5,25,0,0,1,310050732
1,-2,1,2,99,-1,2,1,0,1,0,3,25,1,0,1,310050732
1,-2,1,2,99,-1,2,1,0,1,0,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,1,0,1,1,5,25,1,0,1,310050732
1,-2,1,2,99,-1,2,1,0,1,2,3,25,1,0,1,310050732
3,-2,1,2,99,-1,3,0,0,0,0,3,-1,0,0,1,310050732
3,-2,1,2,99,-1,3,0,0,0,0,5,-1,0,0,1,310050732
1,-2,1,2,99,-1,3,0,0,0,0,156,-1,0,0,1,310050732
1,-2,1,2,99,-1,3,0,0,1,0,2,-1,0,0,1,310050732
10,-2,1,2,99,-1,3,0,0,1,0,5,-1,0,0,1,310050732
2,-2,1,2,99,-1,3,0,0,1,0,56,-1,0,0,1,310050732
1,-2,1,2,99,-1,3,0,0,1,0,136,-1,0,0,1,310050732
1,-2,1,2,99,-1,3,0,1,1,0,5,-1,0,0,1,310050732
1,-2,1,2,99,-1,99,0,0,0,0,5,-1,0,0,1,310050732
4,-2,1,2,99,-1,99,0,0,0,0,98,-1,0,0,1,310050732
1,-2,1,2,99,-1,99,0,0,0,2,5,-1,1,0,1,310050732
1,-2,1,2,99,30,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,99,30,1,0,0,0,0,35,25,0,0,1,310050732
1,-2,1,2,99,30,1,0,0,1,0,3,25,0,0,1,310050732
2,-2,1,2,99,30,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,99,30,1,0,1,1,0,5,25,0,0,1,310050732
1,-2,1,2,99,30,1,0,1,1,0,5,55,0,0,1,310050732
1,-2,1,2,99,30,1,0,6,1,2,5,55,0,0,1,310050732
1,-2,1,2,99,30,2,0,0,0,2,15,18,1,0,1,310050732
1,-2,1,2,99,30,3,0,0,0,0,5,-1,0,0,1,310050732
1,-2,1,2,99,60,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,99,60,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,99,60,1,0,0,1,0,3,18,0,0,1,310050732
1,-2,1,2,99,60,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,99,60,1,0,0,1,1,3,25,0,0,1,310050732
2,-2,1,2,99,60,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,99,60,1,0,1,1,0,3,25,0,0,1,310050732
1,-2,1,2,99,60,1,0,1,1,0,5,25,0,0,1,310050732
1,-2,1,2,99,60,1,0,1,1,0,35,25,0,0,1,310050732
1,-2,1,2,99,90,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,99,90,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,99,90,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,99,90,1,0,0,1,1,13,25,0,0,1,310050732
1,-2,1,2,99,90,1,0,1,1,0,3,25,0,0,1,310050732
1,-2,1,2,99,90,1,0,1,1,0,3,55,0,0,1,310050732
1,-2,1,2,99,90,1,1,0,0,0,5,55,0,0,1,310050732
1,-2,1,2,99,90,2,0,0,0,2,5,25,1,1,1,310050732
2,-2,1,2,99,180,1,0,0,0,0,3,18,0,0,1,310050732
1,-2,1,2,99,180,1,0,0,0,0,3,24,0,0,1,310050732
1,-2,1,2,99,180,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,99,180,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,99,180,1,0,0,0,0,5,55,0,0,1,310050732
2,-2,1,2,99,180,1,0,0,0,2,3,25,0,0,1,310050732
1,-2,1,2,99,180,1,0,0,1,0,3,25,0,0,1,310050732
1,-2,1,2,99,180,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,99,180,1,0,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,99,180,1,0,0,1,2,3,18,0,0,1,310050732
1,-2,1,2,99,180,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,99,180,1,0,1,1,1,5,25,0,0,1,310050732
1,-2,1,2,99,180,1,0,4,0,0,5,25,0,0,1,310050732
1,-2,1,2,99,180,1,0,4,0,0,5,55,0,0,1,310050732
1,-2,1,2,99,180,1,0,4,0,2,5,25,0,0,1,310050732
1,-2,1,2,99,180,1,1,0,0,0,5,55,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,0,0,3,24,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,0,0,5,18,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,0,0,5,55,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,0,0,16,18,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,0,2,5,25,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,1,1,3,25,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,1,1,5,25,0,0,1,310050732
1,-2,1,2,99,365,1,0,0,1,2,3,25,0,0,1,310050732
1,-2,1,2,99,365,1,0,1,1,0,3,55,0,0,1,310050732
1,-2,1,2,99,365,1,0,1,1,0,5,18,0,0,1,310050732
2,-2,1,2,99,365,1,0,1,1,0,5,25,0,0,1,310050732
1,-2,1,2,99,365,1,0,1,1,0,5,55,0,0,1,310050732
1,-2,1,2,99,365,1,0,1,1,2,5,25,0,0,1,310050732
1,-2,1,2,99,365,1,0,4,0,0,3,18,0,0,1,310050732
1,-2,1,2,99,365,1,0,4,0,0,3,25,0,0,1,310050732
2,-2,1,2,99,365,1,1,4,0,0,5,25,0,0,1,310050732
1,-2,1,2,99,365,2,0,0,1,2,3,24,1,0,1,310050732
1,-2,1,2,99,365,2,0,0,1,2,3,25,1,1,1,310050732
1,-2,1,2,99,365,2,0,0,1,2,5,25,1,1,1,310050732
1,-2,1,2,99,365,3,0,0,1,0,5,-1,0,0,1,310050732
1,-2,1,2,99,547,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,99,547,1,0,0,0,0,3,55,0,0,1,310050732
1,-2,1,2,99,547,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,99,547,1,0,1,1,0,5,25,0,0,1,310050732
1,-2,1,2,99,730,1,0,0,0,0,3,25,0,0,1,310050732
2,-2,1,2,101,-1,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,0,0,5,24,0,0,1,310050732
3,-2,1,2,101,-1,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,0,0,5,55,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,0,0,98,25,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,0,2,5,24,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,0,2,5,25,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,1,0,1,25,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,1,0,5,18,0,0,1,310050732
2,-2,1,2,101,-1,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,1,1,356,18,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,101,-1,1,0,0,1,2,15,24,0,0,1,310050732
1,-2,1,2,101,-1,1,0,1,1,0,5,25,0,0,1,310050732
1,-2,1,2,101,-1,1,0,4,0,0,5,24,0,0,1,310050732
2,-2,1,2,101,-1,1,0,4,0,0,35,25,0,0,1,310050732
1,-2,1,2,101,-1,1,1,0,0,0,3,55,0,0,1,310050732
1,-2,1,2,101,-1,1,1,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,101,-1,1,1,0,0,2,5,55,0,0,1,310050732
2,-2,1,2,101,-1,1,1,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,101,-1,2,0,0,0,0,5,24,1,1,1,310050732
1,-2,1,2,101,-1,2,0,0,1,1,3,25,1,0,1,310050732
1,-2,1,2,101,-1,2,0,0,1,2,3,25,1,0,1,310050732
2,-2,1,2,101,-1,3,0,0,0,0,5,-1,0,0,1,310050732
1,-2,1,2,101,-1,3,0,0,1,0,3,-1,0,0,1,310050732
2,-2,1,2,101,-1,3,0,0,1,0,5,-1,0,0,1,310050732
1,-2,1,2,101,30,1,0,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,101,30,1,0,0,1,2,3,55,0,0,1,310050732
1,-2,1,2,101,30,3,0,0,1,0,236,-1,0,0,1,310050732
1,-2,1,2,101,60,1,0,1,1,0,5,25,0,0,1,310050732
1,-2,1,2,101,60,1,0,1,1,2,3,25,0,0,1,310050732
1,-2,1,2,101,180,1,0,0,1,1,5,25,0,0,1,310050732
1,-2,1,2,101,365,1,0,0,0,2,5,25,0,0,1,310050732
1,-2,1,2,101,365,3,0,0,0,0,5,-1,0,0,1,310050732
1,-2,1,2,116,-1,1,0,0,0,0,2,24,0,0,1,310050732
1,-2,1,2,116,-1,1,0,0,0,0,3,24,0,0,1,310050732
2,-2,1,2,116,-1,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,116,-1,1,0,0,0,0,5,18,0,0,1,310050732
6,-2,1,2,116,-1,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,116,-1,1,0,0,0,2,5,25,0,0,1,310050732
1,-2,1,2,116,-1,1,0,0,0,2,35,18,0,0,1,310050732
1,-2,1,2,116,-1,1,0,0,1,1,5,25,0,0,1,310050732
2,-2,1,2,116,-1,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,116,-1,1,0,0,1,2,5,55,0,0,1,310050732
