InventoryID,ProjectID,CoCCode,HouseholdType,Availability,UnitInventory,BedInventory,CHVetBedInventory,YouthVetBedInventory,VetBedInventory,CHYouthBedInventory,YouthBedInventory,CHBedInventory,OtherBedInventory,ESBedType,InventoryStartDate,InventoryEndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"4333","907","XX-501",1,,0,8,0,0,0,0,0,8,0,,"2021-01-27",,"2022-01-27 06:32:43","2022-01-27 06:32:43",,,310050732
"4334","780","XX-501",1,,0,20,0,0,0,0,0,20,0,,"2021-01-27",,"2022-01-27 06:41:00","2022-01-27 06:41:33",,,310050732
"4335","1510","XX-501",1,,0,95,95,0,0,0,0,0,0,,"2021-01-27",,"2022-01-27 06:45:07","2022-01-27 06:45:07",,,310050732
"4336","1397","XX-501",1,,0,5,0,0,0,0,0,5,0,,"2021-01-27",,"2022-01-27 06:46:53","2022-01-27 06:46:53",,,310050732
"4337","1397","XX-501",3,,1,5,0,0,0,0,0,5,0,,"2021-01-27",,"2022-01-27 06:47:26","2022-01-27 06:47:26",,,310050732
"4338","565","XX-501",1,,0,35,0,0,0,0,0,35,0,,"2021-01-27",,"2022-01-27 06:48:39","2022-01-27 06:48:39",,,310050732
"4339","1476","XX-501",1,,0,24,0,0,0,0,0,24,0,,"2021-01-27",,"2022-01-27 06:52:00","2022-01-27 06:52:00",,,310050732
"4340","1435","XX-501",1,,0,6,0,0,0,0,0,0,6,,"2021-01-27",,"2022-01-27 06:53:05","2022-01-27 06:53:05",,,310050732
"4341","1249","XX-501",1,,0,6,0,0,0,0,0,0,6,,"2021-01-27",,"2022-01-27 06:54:05","2022-01-27 06:54:05",,,310050732
"4344","1449","XX-501",1,,0,5,0,0,0,0,0,0,5,,"2021-01-27",,"2022-01-27 07:03:54","2022-01-27 07:03:54",,,310050732
"4350","1187","XX-501",1,1,0,14,0,0,0,0,0,0,14,1,"2021-05-02",,"2022-02-14 19:35:19","2022-02-14 19:35:19",,,310050732
"4351","1187","XX-501",3,1,2,6,0,0,0,0,0,0,6,1,"2021-05-02",,"2022-02-14 19:35:56","2022-02-14 19:35:56",,,310050732
"4626","1745","XX-501",3,1,2,3,0,0,0,0,0,0,3,1,"2022-06-01",,"2022-06-27 13:38:34","2022-06-27 13:38:34",,,310050732
"4627","1745","XX-501",1,3,0,2,0,0,0,0,0,0,2,1,"2022-06-01",,"2022-06-27 13:38:59","2022-06-27 13:38:59",,,310050732
"4633","450","XX-501",3,,1,2,0,0,0,0,2,0,0,,"2022-01-26",,"2022-06-29 13:38:18","2022-06-29 13:38:18",,,310050732
"4634","450","XX-501",1,,0,13,0,0,0,0,13,0,0,,"2022-01-26",,"2022-06-29 13:38:35","2022-06-29 13:38:35",,,310050732
"4635","1448","XX-501",1,,0,2,0,0,0,0,0,0,2,,"2022-01-26",,"2022-06-29 13:48:27","2022-06-29 13:48:27",,,310050732
"4636","1448","XX-501",3,,3,7,0,0,0,0,0,0,7,,"2022-01-26",,"2022-06-29 13:48:44","2022-06-29 13:48:44",,,310050732
"4637","1395","XX-501",1,,0,13,0,0,13,0,0,0,0,,"2022-01-26",,"2022-06-29 14:14:49","2022-06-29 14:14:49",,,310050732
"4638","1453","XX-501",1,,0,5,0,0,5,0,0,0,0,,"2022-01-26",,"2022-06-29 14:16:52","2022-06-29 14:16:52",,,310050732
"4639","1614","XX-501",1,,0,5,0,0,5,0,0,0,0,,"2022-01-26",,"2022-06-29 14:19:19","2022-06-29 14:19:19",,,310050732
"4663","342","XX-501",3,,0,26,0,0,0,0,0,0,26,,"2022-01-26",,"2022-09-06 15:44:50","2022-09-06 15:44:50",,,310050732
